clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,RB,DD,GS,PE,SG,A,CV,FD,FF,FS,FT,G,I,DP,PP,GC,ano
264,Corinthians,7,Provável,4,mei,Matheus Jesus,95335,15,0,1,3,4.25,0,4.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Danilo Avelar,72142,15,0,5.3,10,8.7,0,8.7,3,13,12,NA,NA,19,6,NA,NA,5,2,16,NA,1,1,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Richard Franco,99802,15,1.3,2.94,5,3.65,-0.45,4.1,NA,5,8,NA,NA,10,NA,NA,NA,1,5,6,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,15,0,2.37,13,7.65,0,7.65,3,9,17,NA,NA,44,NA,1,NA,4,4,16,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,João Pedro ,106017,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Daniel Marcos,105868,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,15,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,15,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Daniel Oliveira,106076,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Vanderley,106077,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,15,10.1,5,9,9.6,0.98,8.62,NA,NA,NA,14,8,10,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,15,6.4,4.49,13,8.06,0.09,7.970000000000001,2,23,23,NA,NA,31,NA,3,NA,7,11,11,NA,2,NA,NA,NA,1,2019
290,Goiás,6,Nulo,4,mei,Breno,106083,15,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Bruno Peres,73962,15,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,3,zag,Luiz Otávio,72359,15,0,1.62,14,9,0.31,8.69,5,21,14,NA,NA,13,3,1,NA,1,1,8,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,15,11,4.41,13,9.63,0.6,9.030000000000001,3,NA,NA,22,13,9,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Mascarenhas,99721,15,0,-2.3,1,1.75,0,1.75,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,15,0.4,4.06,14,8.88,-1.91,10.790000000000001,2,1,NA,29,19,17,2,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2019
275,Palmeiras,5,Contundido,3,zag,Vitor Hugo,72605,15,0,1.4,1,6.71,0,6.71,NA,NA,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Gustavo Campanharo,72497,15,6.6,4.37,13,6.51,-1.28,7.79,NA,14,26,NA,NA,19,NA,1,NA,2,7,19,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Luiz Adriano,72772,15,0,2.4,1,6.3,0,6.3,NA,1,1,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Léo Pereira,83528,15,3.4,3.38,11,9.26,-0.28,9.54,2,13,11,NA,NA,30,5,NA,NA,3,2,5,NA,1,1,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Geuvânio,73896,15,1.2,2.54,14,11.66,0.57,11.09,2,19,14,NA,NA,19,NA,1,NA,6,10,21,1,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,15,7.7,7.7,1,12.49,-0.51,13,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,15,0,1.8,3,4.23,0,4.23,NA,6,6,NA,NA,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Alison,73974,15,2.2,1.69,7,4.54,0.3,4.24,4,12,16,NA,NA,10,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Élber,74140,15,0.5,2.58,9,5.48,-0.94,6.42,NA,3,11,NA,NA,11,NA,NA,NA,2,2,16,NA,NA,1,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,15,5,2.58,6,5.86,0.94,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rodrigo Lindoso,72362,15,0,4.57,10,9.36,0,9.36,1,12,26,NA,NA,17,NA,NA,NA,4,5,6,NA,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luan Pereira,99900,15,0,1.11,9,2.82,0,2.82,4,7,8,NA,NA,11,NA,1,NA,1,2,10,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,15,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,15,16.4,5.44,14,12.71,3.3,9.41,NA,NA,NA,22,9,11,6,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Paolo Guerrero,75295,15,0,5.28,7,12.42,0,12.42,1,9,4,NA,NA,11,NA,NA,NA,5,6,12,1,3,6,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,15,0,2.85,8,10.25,-0.09,10.34,NA,2,7,NA,NA,27,3,NA,NA,2,NA,2,NA,1,NA,NA,NA,1,2019
277,Santos,2,Dúvida,5,ata,Derlis González,75372,15,0.2,0.11,8,0.78,0,0.78,3,13,6,NA,NA,14,NA,NA,1,1,3,10,NA,1,6,NA,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Guerra,74213,15,5.2,2.35,2,4.44,0.77,3.6700000000000004,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,15,2.6,3.88,14,12.71,0.12,12.590000000000002,4,13,19,NA,NA,37,3,2,NA,4,5,31,1,NA,2,NA,NA,NA,2019
356,Fortaleza,5,Contundido,5,ata,Éderson,73446,15,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,5,ata,Vitinho,78435,15,0,4.2,8,9.17,0,9.17,NA,10,6,NA,NA,15,NA,NA,NA,6,8,9,NA,2,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,6,tec,Marcão,73476,15,0,0,0,6.9,0,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,15,1.5,1.9,10,3.68,0,3.68,NA,9,6,NA,NA,12,NA,NA,NA,1,3,16,NA,1,3,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Yago,77500,15,0,1.27,13,2.95,0,2.95,3,9,6,NA,NA,11,4,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,15,0,0.66,4,1.55,0,1.55,2,4,6,NA,NA,9,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,3,zag,Gustavo Henrique,78248,15,-5.5,2.58,13,5.2,-1.04,6.24,5,13,10,NA,NA,15,6,NA,1,2,2,5,NA,1,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,Alex Amado,78475,15,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,15,0.3,0.3,1,2.41,-0.59,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,15,0,2.95,7,9.4,0,9.4,NA,7,3,NA,NA,7,NA,NA,NA,5,4,11,NA,1,2,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Renê,78445,15,0,3.2,9,6.84,0,6.84,1,4,14,NA,NA,24,2,1,NA,1,1,4,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,15,4.3,1.63,3,5.39,0.84,4.55,1,2,NA,NA,NA,NA,NA,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Bruno Alves,73620,15,9.2,3.13,14,8.28,1.75,6.529999999999999,3,23,19,NA,NA,17,6,NA,NA,1,4,7,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,15,4,5.14,13,13.96,-2.33,16.29,1,20,31,NA,NA,28,NA,4,NA,3,7,7,NA,1,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,15,0.2,0.2,1,3.92,-1.08,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,15,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jean Cléber,73858,15,4.5,1.35,6,3.12,0.86,2.2600000000000002,1,8,5,NA,NA,10,NA,1,NA,NA,2,6,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,15,1.5,7.97,14,13.58,-1.43,15.01,NA,NA,1,31,13,5,7,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marco Ruben,73741,15,3.5,3.96,8,14.35,0.43,13.92,1,13,5,NA,NA,10,NA,2,NA,7,4,5,2,1,5,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,15,0,0.85,4,1.93,0,1.93,NA,7,4,NA,NA,9,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Gilberto,73789,15,0,1,1,2.47,0,2.47,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Ramiro,78715,15,0,1.71,8,10.07,0,10.07,1,10,8,NA,NA,9,NA,1,NA,1,2,7,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,15,0,1.47,3,6.16,0,6.16,NA,2,2,NA,NA,3,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,15,0.78,3.14,15,8.11,-0.5,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,2,lat,Reinaldo,78850,15,8.9,6.6,14,15.1,0.28,14.82,2,16,24,NA,NA,26,6,1,NA,4,6,15,NA,3,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Gabriel,78605,15,1.4,3.13,6,6.21,-0.36,6.57,1,12,18,NA,NA,10,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,15,0,3.82,10,8.47,0,8.47,2,10,10,NA,NA,12,3,NA,NA,2,10,6,NA,1,1,NA,NA,NA,2019
354,Ceará,5,Contundido,1,gol,Richard,78851,15,0,1.2,1,4.73,0,4.73,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Copete,77959,15,0,0.3,1,4.56,0,4.56,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,15,0,4.62,4,6.1,0,6.1,NA,NA,NA,7,4,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,15,5.3,2.96,15,5.7,-0.39,6.09,NA,22,22,NA,NA,36,NA,NA,NA,5,9,19,1,1,1,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Madson,78077,15,8.4,4.42,8,6.35,1.49,4.859999999999999,NA,8,10,NA,NA,15,3,NA,NA,NA,1,10,NA,1,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,15,10.8,4.21,14,8.29,1.04,7.249999999999999,1,19,23,NA,NA,36,NA,3,NA,11,10,5,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,15,11.3,6.46,14,18.52,1.24,17.28,3,33,7,NA,NA,34,NA,1,NA,13,22,23,NA,8,2,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,15,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,15,0,1.67,6,3.8,0,3.8,NA,8,10,NA,NA,16,NA,NA,NA,1,2,3,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,15,3.1,1.55,8,5.6,0.74,4.859999999999999,2,20,16,NA,NA,7,NA,NA,NA,1,1,6,NA,NA,1,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,15,0,2.15,2,4.01,0,4.01,1,2,5,NA,NA,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
