clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,CV,FC,FD,FF,FS,G,I,PE,RB,DD,DP,GS,SG,PP,FT,GC,ano
277,Santos,2,Dúvida,4,mei,Evandro,37614,37,2.8,2.93,18,5.48,-1.78,7.260000000000001,5,2,1,32,4,5,31,1,2,23,19,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,37,0,4.96,30,8.41,0,8.41,NA,NA,NA,NA,NA,NA,4,NA,NA,18,2,38,2,22,13,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Diego Tardelli,38231,37,1.5,1.83,29,7.86,0.82,7.04,1,2,1,25,16,7,25,4,6,61,17,NA,NA,NA,NA,1,NA,NA,2019
314,Avaí,5,Contundido,3,zag,Betão,37646,37,0,1.91,28,3.97,0,3.97,NA,6,1,20,1,3,28,NA,NA,50,32,NA,NA,NA,6,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Filipe Luís,38750,37,0,5.42,14,12.28,0,12.28,NA,NA,NA,25,1,NA,10,NA,NA,36,42,NA,NA,NA,6,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Márcio Araújo,38311,37,2.2,2.69,34,8.73,-0.48,9.21,NA,4,1,34,5,8,49,NA,NA,40,64,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,6,tec,Ney Franco,37246,37,2.76,3.66,35,9.58,-0.43,10.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Marquinhos Silva,38515,37,-1,1.99,18,5.34,-0.69,6.029999999999999,NA,2,NA,20,NA,9,10,NA,1,26,22,NA,NA,NA,2,NA,1,NA,2019
356,Fortaleza,7,Provável,5,ata,Wellington Paulista,38279,37,4.3,4.83,30,11.69,0.43,11.26,3,7,NA,53,16,22,42,13,13,40,14,NA,NA,NA,NA,NA,2,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Thiago Neves,38277,37,0,4.34,28,8.83,0,8.83,5,8,NA,22,24,36,32,6,2,66,16,NA,NA,NA,NA,1,1,NA,2019
267,Vasco,7,Provável,3,zag,Leandro Castan,38505,37,0,3.46,20,10.48,0,10.48,1,9,1,17,3,4,20,2,2,24,24,NA,NA,NA,7,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Jadson,38315,37,0,0.16,16,3.37,0,3.37,1,3,NA,6,1,8,3,NA,NA,23,1,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,6,Nulo,2,lat,Carlinhos,38451,37,0,4.11,26,7.16,0,7.16,NA,2,NA,22,6,11,24,2,2,59,41,NA,NA,NA,8,NA,NA,1,2019
293,Athlético-PR,7,Provável,3,zag,Thiago Heleno,38394,37,6.4,2.8,15,2.88,0.44,2.44,NA,6,NA,22,6,5,15,NA,NA,21,15,NA,NA,NA,6,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Ricardo Oliveira,38910,37,0,2.63,20,12.31,0,12.31,2,NA,NA,15,9,14,17,2,2,11,6,NA,NA,NA,NA,1,1,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Adriano,38336,37,4.4,3.18,10,9.44,-0.28,9.719999999999999,1,3,NA,11,NA,1,4,1,NA,20,9,NA,NA,NA,4,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego Cavalieri,38431,37,0,6.02,8,6.16,0,6.16,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,23,NA,10,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Nenê,38913,37,2.5,2.17,25,6.25,0.63,5.62,2,2,1,23,5,20,38,3,2,77,16,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Diego,38909,37,15.6,2.3,15,7.22,2.12,5.1,1,5,NA,16,10,10,29,1,NA,35,9,NA,NA,NA,NA,1,2,NA,2019
264,Corinthians,7,Provável,5,ata,Vagner Love,38959,37,0,2.15,26,5.36,0,5.36,NA,4,NA,30,5,11,36,5,9,33,14,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Daniel Alves,38939,37,6.4,5.22,19,15.91,1.06,14.85,3,4,NA,46,6,13,42,2,5,70,34,NA,NA,NA,6,NA,1,NA,2019
282,Atlético-MG,7,Provável,6,tec,Vagner Mancini,39850,37,7.85,3.61,12,7.92,0.8,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Adilson Batista,41258,37,0.45,2.97,15,9.79,-0.21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Renato,39572,37,0,2.29,15,5.15,0,5.15,NA,2,NA,8,5,8,33,NA,NA,15,12,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,37,1.94,3.02,31,8.21,-0.39,8.600000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Willian,42116,37,0,2.28,20,7.66,0,7.66,1,3,1,14,7,6,18,4,5,27,6,NA,NA,NA,NA,NA,2,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,37,6.37,4.59,37,13.21,-0.37,13.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Osvaldo,42222,37,0,3.25,31,6,-1.73,7.73,5,3,1,26,8,18,20,6,1,39,14,NA,NA,NA,NA,NA,3,NA,2019
283,Cruzeiro,3,Suspenso,2,lat,Egídio,42145,37,-7.7,3.39,25,7.47,-1.6,9.07,1,2,1,36,8,8,23,NA,1,73,41,NA,NA,NA,8,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Amaral,42232,37,2.2,0.66,14,2.91,0.47,2.4400000000000004,NA,3,NA,19,1,4,3,NA,NA,7,14,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,37,8,3.55,29,9.12,-0.08,9.2,NA,6,NA,1,NA,NA,7,NA,NA,14,NA,32,1,26,13,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,37,0,2.35,8,4.24,0,4.24,NA,1,1,7,NA,1,5,NA,NA,15,7,NA,NA,NA,4,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,37,6.8,5.1,27,13.37,0.88,12.489999999999998,3,6,NA,27,6,5,42,1,NA,86,49,NA,NA,NA,12,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Márcio Azevedo,42491,37,1.9,3.13,26,6.02,-1.81,7.83,3,7,NA,38,1,5,24,1,3,58,22,NA,NA,NA,12,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Robinho,62104,37,-0.8,0.55,27,5.01,-0.88,5.89,1,8,NA,35,7,16,28,1,NA,99,20,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,37,-0.8,1.75,9,3.65,0.01,3.64,NA,NA,NA,13,1,2,1,NA,NA,7,4,NA,NA,NA,3,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Wilson,50284,37,0,1.97,3,4.21,0,4.21,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,8,NA,9,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ernando,49651,37,0,4.64,8,10.78,0,10.78,NA,NA,NA,2,NA,NA,4,1,NA,3,4,NA,NA,NA,4,NA,1,NA,2019
275,Palmeiras,6,Nulo,4,mei,Ramires,50293,37,0,1.38,6,5.74,-0.58,6.32,NA,NA,NA,4,1,3,5,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,37,0,-0.52,8,2.04,0,2.04,NA,3,NA,6,NA,3,3,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Júlio César,49673,37,0,4.34,8,6.29,0,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,NA,13,2,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Alexandre Pato,49675,37,0,3.81,20,8.27,0,8.27,NA,2,NA,19,13,20,29,5,13,37,14,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Rafael Moura,37655,37,6.5,2.44,21,4.97,-0.55,5.52,NA,4,1,51,4,19,26,7,6,28,8,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Elicarlos,50313,37,0,1.06,18,5.01,0,5.01,NA,5,NA,23,3,10,20,NA,NA,27,18,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Maurício Ramos,42477,37,15.7,2.59,16,6.86,2.66,4.2,NA,2,NA,19,2,2,9,1,NA,17,9,NA,NA,NA,6,NA,NA,NA,2019
276,São Paulo,5,Contundido,4,mei,Everton,50301,37,0,1.68,16,7.34,0,7.34,2,3,NA,32,3,3,22,1,7,31,18,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Tiago Alves,51495,37,0,2.02,21,5.5,0,5.5,1,1,NA,15,2,2,4,1,2,28,13,NA,NA,NA,4,NA,1,NA,2019
275,Palmeiras,3,Suspenso,4,mei,Felipe Melo,38545,37,0,2.66,19,6.61,0,6.61,1,7,1,34,4,15,26,3,1,41,27,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,37,0,0.98,12,4.09,0,4.09,NA,NA,NA,5,NA,3,3,NA,NA,24,5,NA,NA,NA,2,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ralf,52190,37,0,4.33,22,9.98,-0.19,10.17,NA,1,NA,23,2,2,31,1,NA,24,57,NA,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,3,zag,Adalberto,51549,37,0,-2.8,1,1.72,0,1.72,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Réver,52253,37,6,4.44,28,12.41,0.77,11.64,2,3,NA,11,5,14,20,1,2,42,42,NA,NA,NA,7,NA,2,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Dedé,60819,37,0,5.08,20,14.63,0,14.63,NA,2,NA,14,4,6,21,3,NA,45,28,NA,NA,NA,8,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,37,0,-0.2,4,3.01,0,3.01,NA,1,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Everton Ribeiro,51772,37,5.6,3.53,30,12.28,-0.34,12.62,7,3,NA,27,11,17,48,1,1,88,37,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,7,Provável,1,gol,Victor,52950,37,0,3.32,9,6.56,0,6.56,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,17,NA,11,1,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,37,0,1.11,12,5.81,0,5.81,NA,2,NA,6,NA,2,12,2,1,11,3,NA,NA,NA,NA,1,NA,NA,2019
285,Internacional,3,Suspenso,2,lat,Uendel,60852,37,-2.5,2.65,20,3.13,-0.7,3.83,2,3,NA,27,2,6,5,NA,5,45,26,NA,NA,NA,6,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Elias,54395,37,0,1.45,24,8.31,0,8.31,1,3,1,29,5,8,17,1,NA,63,28,NA,NA,NA,NA,NA,1,NA,2019
263,Botafogo,5,Contundido,2,lat,Gilson,52674,37,0,1.68,18,5.35,0,5.35,1,3,2,20,NA,1,16,NA,NA,37,19,NA,NA,NA,5,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,2,lat,Patric,60969,37,7.8,2.34,23,5.24,1.8,3.4400000000000004,2,5,NA,34,6,12,8,1,3,58,24,NA,NA,NA,6,NA,NA,1,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,37,0,2.05,10,3.52,0,3.52,NA,5,NA,12,NA,NA,1,NA,NA,12,13,NA,NA,NA,4,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,37,0,2.48,5,5.52,0,5.52,NA,2,NA,3,1,3,7,1,1,9,4,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,37,0,1.97,16,5.45,0,5.45,NA,1,NA,15,10,10,26,NA,1,21,10,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,37,9.8,6.18,31,17.34,0.15,17.19,3,2,NA,31,17,32,21,14,8,40,23,NA,NA,NA,NA,NA,3,NA,2019
277,Santos,2,Dúvida,1,gol,Vanderlei,62121,37,0,7.97,6,22.89,0,22.89,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,15,NA,6,3,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,37,0,-0.11,10,2.06,0,2.06,NA,2,1,10,NA,NA,12,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,D'Alessandro,62023,37,2.2,0.93,22,5.92,-0.16,6.08,2,6,NA,9,12,11,22,1,7,81,9,NA,NA,NA,NA,1,1,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,37,-0.3,2.02,31,6.02,-0.16,6.18,NA,1,1,13,9,20,19,5,9,15,6,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Camilo,62009,37,0,2.46,27,6.86,0,6.86,4,2,NA,34,13,20,24,1,5,53,21,NA,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,4,mei,Jean,62047,37,5.5,0.65,8,4.29,0.79,3.5,1,NA,NA,2,NA,1,2,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Pará,62086,37,-1.1,1.8,17,4.09,0.57,3.52,NA,4,1,20,NA,1,10,NA,NA,19,19,NA,NA,NA,5,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,37,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Wellington,62129,37,-1.4,-0.75,28,0.78,0,0.78,1,11,NA,49,4,3,14,NA,NA,64,17,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,4,mei,Ganso,62977,37,0,1.71,27,7.35,0,7.35,NA,8,NA,31,13,14,37,2,NA,84,30,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,37,3,6.03,24,15.88,-0.11,15.99,1,3,NA,39,1,5,34,1,2,80,80,NA,NA,NA,8,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,5,ata,Maicon,62968,37,0,1.16,9,4.71,0,4.71,2,2,NA,8,1,3,6,NA,1,11,6,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Alan Ruschel,63110,37,0,1.43,15,4.28,0,4.28,NA,7,NA,23,3,1,23,1,1,12,8,NA,NA,NA,3,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,37,0,-0.67,6,2.22,0,2.22,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,7,NA,12,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,37,0,0.32,8,0.78,-1.05,1.83,NA,NA,NA,6,3,NA,4,NA,3,5,2,NA,NA,NA,1,NA,NA,1,2019
356,Fortaleza,3,Suspenso,3,zag,Paulão,63172,37,1.7,3.4,12,6.12,0.31,5.8100000000000005,NA,1,1,9,1,1,4,2,NA,19,12,NA,NA,NA,4,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Didira,63178,37,0,1.29,14,4.69,0,4.69,NA,3,NA,15,2,3,15,NA,NA,21,17,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,3,zag,Vitor Hugo,72605,37,0,2.72,19,7.3,0,7.3,NA,1,NA,14,5,6,7,NA,4,12,18,NA,NA,NA,5,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,37,7.5,3.01,26,7.12,0.96,6.16,2,6,1,50,4,9,18,1,2,49,48,NA,NA,NA,5,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,37,0,1.11,25,2.15,0,2.15,1,9,NA,27,2,5,9,NA,NA,19,16,NA,NA,NA,5,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Luan,63219,37,10.7,3.65,27,9.45,1.72,7.7299999999999995,1,5,NA,54,6,24,53,4,6,79,51,NA,NA,NA,NA,1,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hudson,50324,37,0,2.06,16,8.73,0,8.73,1,3,NA,26,4,1,10,1,1,18,23,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,1,gol,Muriel,69041,37,0,5.13,20,6.82,0,6.82,NA,1,NA,1,NA,NA,6,NA,NA,6,NA,37,NA,21,7,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,37,1.9,2.42,29,8.22,0.69,7.530000000000001,2,8,NA,30,8,4,22,5,NA,63,31,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,1,gol,Fábio,37656,37,-1,3.47,34,9.93,-0.11,10.04,NA,2,NA,NA,NA,NA,5,NA,NA,13,NA,42,2,38,12,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Rodrigo Moledo,63354,37,1.2,3.97,17,6.4,-1.23,7.630000000000001,NA,2,NA,11,4,6,12,1,NA,15,22,NA,NA,NA,5,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,37,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,David Braz,50317,37,7.5,5.45,18,9.67,0.36,9.31,2,NA,NA,15,4,13,2,2,NA,19,26,NA,NA,NA,6,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marquinho,50407,37,0,0.87,7,3.99,0,3.99,NA,NA,NA,10,2,1,3,NA,1,7,6,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Léo,50459,37,4.2,1.8,17,6.51,0.46,6.05,NA,1,NA,21,1,1,6,NA,NA,18,19,NA,NA,NA,3,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,37,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Eduardo,50645,37,9.9,3.37,24,9.61,0.54,9.07,2,3,NA,28,2,7,25,NA,NA,64,33,NA,NA,NA,8,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Apodi,51042,37,0,2.77,32,5.8,0,5.8,1,6,NA,51,14,14,48,4,13,53,13,NA,NA,NA,8,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Rafael Pereira,51194,37,0,0.88,16,4.09,0,4.09,NA,4,NA,5,1,NA,6,1,NA,21,9,NA,NA,NA,1,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Pedro Ken,50877,37,0,1.23,15,2.99,0,2.99,NA,3,NA,17,1,1,16,NA,1,7,17,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,3,Suspenso,2,lat,Edílson,38523,37,-2.8,2.27,13,4.56,-1.56,6.119999999999999,NA,3,2,18,NA,5,11,NA,NA,27,18,NA,NA,NA,4,NA,2,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,37,0,7.22,6,8.36,0,8.36,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,13,1,6,2,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,37,0,2.73,22,4.94,0,4.94,1,3,NA,23,17,16,31,3,12,21,11,NA,NA,NA,NA,1,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marco Ruben,73741,37,5.5,3.18,22,13.32,0.46,12.86,3,3,NA,44,11,14,12,4,11,18,15,NA,NA,NA,NA,NA,3,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,37,0,1.5,11,0.78,0,0.78,NA,1,1,1,NA,NA,1,NA,NA,5,NA,18,NA,17,1,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,37,0,1.77,4,6.18,0,6.18,NA,NA,NA,4,NA,NA,5,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,André,68690,37,0,2.22,17,7.95,0,7.95,2,3,NA,20,6,6,19,2,5,18,10,NA,NA,NA,NA,1,1,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Santos,69012,37,7.7,5.09,27,9.23,0.36,8.870000000000001,NA,1,NA,1,NA,NA,6,NA,NA,22,1,36,2,20,12,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Dodô,68727,37,0,3.74,17,7,0,7,NA,2,NA,24,5,2,6,NA,1,37,25,NA,NA,NA,8,NA,1,NA,2019
341,CSA,3,Suspenso,4,mei,Jean Cléber,73858,37,-0.5,1.34,24,2.73,-0.22,2.95,2,6,NA,30,3,9,18,NA,NA,32,26,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,37,0,3.86,27,8.83,0,8.83,NA,4,NA,30,4,16,12,2,1,27,24,NA,NA,NA,12,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Bruno Silva,68698,37,0,2.26,13,6.66,0,6.66,NA,4,NA,24,4,4,15,NA,1,25,28,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,37,4.3,2.84,19,3.9,-0.3,4.2,NA,4,NA,30,4,3,16,1,NA,25,41,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,37,1.1,3.56,29,10.43,-0.33,10.76,NA,2,NA,30,2,9,13,1,1,42,31,NA,NA,NA,14,NA,NA,1,2019
293,Athlético-PR,7,Provável,4,mei,Camacho,68770,37,2.9,1.83,10,4,-0.16,4.16,1,2,NA,19,1,1,4,NA,NA,14,18,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Henrique Almeida,68773,37,0,4.03,12,5.23,0,5.23,NA,3,NA,11,8,12,11,3,1,16,11,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Nilton,38573,37,3.2,1.72,12,3.27,-1.68,4.95,NA,3,NA,11,1,4,9,1,NA,14,13,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Paulo Miranda,68817,37,0,2.3,12,4.96,0,4.96,NA,2,NA,14,1,NA,4,1,NA,14,11,NA,NA,NA,4,NA,NA,1,2019
284,Grêmio,6,Nulo,2,lat,Rafael Galhardo,68821,37,4.1,5.02,16,5.23,-0.22,5.45,3,NA,1,14,4,2,8,2,1,30,17,NA,NA,NA,7,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,37,1.3,5.06,28,12.73,-0.15,12.88,4,4,NA,37,9,8,41,2,1,65,41,NA,NA,NA,10,NA,1,NA,2019
262,Flamengo,2,Dúvida,2,lat,Rodinei,73992,37,0,2.29,16,3.08,0,3.08,1,4,NA,17,1,1,10,NA,2,11,17,NA,NA,NA,4,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,5,ata,Geuvânio,73896,37,-0.6,1.29,24,9.2,0.15,9.049999999999999,1,4,1,27,10,12,26,NA,1,35,17,NA,NA,NA,NA,NA,1,NA,2019
276,São Paulo,6,Nulo,4,mei,Hernanes,38648,37,0,3.34,25,12.79,0,12.79,4,4,NA,23,13,15,24,2,1,26,24,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Alison,73974,37,1.7,2.94,22,5.21,-0.14,5.35,1,8,NA,39,NA,8,24,NA,NA,29,57,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Rithely,68834,37,0,3.18,8,5.28,0,5.28,1,NA,NA,14,1,2,6,NA,NA,13,17,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,37,-2.1,4.02,29,7.8,-1.12,8.92,2,1,NA,22,8,19,28,9,7,40,17,NA,NA,NA,NA,1,1,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,37,3,3.87,34,7.53,0.65,6.88,NA,3,NA,NA,NA,NA,3,NA,NA,6,NA,68,NA,53,8,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Matheus Ferraz,38632,37,0,3.56,7,6.23,0,6.23,NA,1,NA,7,4,3,2,1,1,6,11,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,37,0,0.68,4,3.66,0,3.66,NA,NA,NA,5,NA,1,7,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,37,7.7,4.83,30,10.22,0.07,10.15,NA,4,NA,NA,NA,NA,5,NA,NA,18,NA,58,NA,34,10,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Marcelo Lomba,68872,37,2.8,4.06,33,11.15,-0.97,12.120000000000001,NA,1,1,NA,NA,1,9,NA,NA,5,NA,47,1,33,11,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,37,0,2.15,2,4.01,0,4.01,NA,1,NA,2,NA,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,37,0,6.14,5,6.1,0,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,5,1,NA,NA,NA,2019
314,Avaí,5,Contundido,4,mei,Douglas,38738,37,0,0.27,12,5.08,0,5.08,1,1,NA,3,1,6,8,NA,2,34,2,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,37,0,1.44,18,2.65,0,2.65,1,1,1,18,4,8,13,NA,1,39,21,NA,NA,NA,NA,NA,NA,NA,2019
