clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,CV,FC,FD,FF,FS,G,I,PE,RB,DD,DP,GS,SG,PP,FT,GC,ano
284,Grêmio,7,Provável,5,ata,Isaque,101483,37,0,0,1,0.78,-0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Lucas Halter,102253,37,0,1.61,9,3.09,0,3.09,NA,1,NA,5,2,3,2,NA,NA,8,7,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,37,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Toró,101885,37,0,2.04,16,4.43,-0.56,4.99,1,1,1,19,3,10,20,2,3,28,11,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,2,lat,Rafinha,38144,37,6.7,4.09,19,10.18,1.27,8.91,5,7,NA,27,3,1,16,NA,1,33,22,NA,NA,NA,9,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Maicon,38196,37,0,2.9,15,8.09,0,8.09,3,6,NA,17,3,4,13,3,NA,41,16,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Guga,101319,37,8,4.4,17,8.67,1.06,7.609999999999999,4,NA,NA,13,1,3,13,NA,2,49,38,NA,NA,NA,2,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Thonny Anderson,101484,37,0,2.98,22,4.4,0,4.4,4,5,NA,32,13,7,21,3,4,41,14,NA,NA,NA,NA,NA,3,NA,2019
314,Avaí,6,Nulo,3,zag,Ricardo,101491,37,0,1.59,21,3.18,0,3.18,NA,4,NA,21,2,5,5,NA,3,47,19,NA,NA,NA,7,NA,NA,1,2019
314,Avaí,7,Provável,5,ata,Caio Paulista,102318,37,0,2.62,26,3.89,-0.08,3.97,NA,1,NA,29,9,25,35,NA,2,46,34,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,37,0,-0.15,2,0.78,-0.01,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Papagaio,102302,37,0,0.16,9,1.21,0,1.21,NA,1,NA,7,1,3,6,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Pepê,101573,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Matheus Dantas,101592,37,0,-0.6,1,1.25,0,1.25,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Robson Bambu,101579,37,0,2.47,8,3.63,0,3.63,NA,2,NA,14,1,2,3,NA,NA,15,4,NA,NA,NA,5,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Cacá,102340,37,1.7,2.78,19,3.02,0.09,2.93,NA,5,NA,15,2,2,11,1,NA,9,17,NA,NA,NA,6,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,37,0,0.63,13,1.08,-0.17,1.25,1,NA,NA,11,2,4,5,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Miguel Figueira,102565,37,0,0.5,1,0.86,0,0.86,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,37,0,0.68,4,5.05,0,5.05,NA,2,NA,1,NA,1,2,NA,NA,13,5,NA,NA,NA,1,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Hugo Moura,101594,37,0,0.3,1,2.97,0,2.97,1,1,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,37,1.9,2.79,33,8.5,-0.17,8.67,4,8,NA,54,12,22,39,5,7,44,25,NA,NA,NA,NA,NA,1,NA,2019
266,Fluminense,3,Suspenso,4,mei,Dodi,89883,37,-3.8,1.06,8,1.67,-1.1,2.77,NA,1,1,5,NA,NA,7,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Fred,38162,37,2,1.56,30,5.66,0.66,5,3,11,NA,48,15,16,41,5,14,57,5,NA,NA,NA,NA,NA,1,NA,2019
284,Grêmio,7,Provável,5,ata,Pepê,91201,37,15.9,3.82,31,8.5,2.28,6.220000000000001,3,2,NA,18,8,19,33,8,7,41,18,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,37,0,7.2,1,2.86,0,2.86,1,NA,NA,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Rodriguez,91251,37,0,5.5,7,4.45,0,4.45,1,NA,NA,2,NA,1,1,NA,2,11,15,NA,NA,NA,3,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Leonardo Valencia,91508,37,0.2,1.35,21,3.64,-0.08,3.72,1,2,NA,8,5,12,12,1,1,43,10,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,2,lat,Bruno Pacheco,90061,37,0,4.11,32,12.76,0,12.76,5,5,1,48,2,5,70,NA,NA,76,61,NA,NA,NA,7,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Lucas Perri,91260,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Dudu,102581,37,0,-0.17,3,1.15,0,1.15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Rony,91607,37,6.7,5.37,29,13.94,0.76,13.18,8,5,NA,59,24,38,63,6,13,55,24,NA,NA,NA,NA,NA,1,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,37,0,7.9,31,20.52,0,20.52,4,8,NA,53,25,36,69,19,9,52,25,NA,NA,NA,NA,1,3,NA,2019
283,Cruzeiro,7,Provável,5,ata,Pedro Rocha,90302,37,1.3,2.52,22,9.31,-0.03,9.34,2,3,NA,19,11,12,32,2,3,54,16,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,37,1,1.25,33,4.62,0.26,4.36,2,3,NA,50,16,22,28,NA,13,45,19,NA,NA,NA,NA,NA,1,NA,2019
290,Goiás,7,Provável,2,lat,Yago Rocha,90118,37,1.1,1.8,20,2.18,0.08,2.1,NA,1,1,19,1,3,21,NA,1,33,16,NA,NA,NA,5,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,37,0,-2.5,1,1.07,0,1.07,NA,1,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,37,7.8,2.54,29,7.34,1.84,5.5,1,12,NA,56,5,7,33,NA,NA,81,78,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Helinho,102598,37,0,-0.24,7,2.6,0,2.6,NA,1,NA,6,1,1,6,NA,1,9,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,37,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Moisés,90444,37,4.7,4.72,29,13.37,-0.14,13.51,2,4,1,55,5,12,16,NA,2,50,73,NA,NA,NA,10,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Evanilson,101606,37,0,1.35,2,1.69,-0.46,2.15,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Arboleda,91573,37,3.5,3,28,7.42,0.29,7.13,1,5,NA,35,5,7,23,1,2,46,30,NA,NA,NA,9,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,37,12.5,3.53,34,6.77,1.93,4.84,1,8,NA,28,3,8,25,1,NA,30,49,NA,NA,NA,10,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,37,0,2.92,7,8.03,0,8.03,NA,NA,NA,2,NA,3,3,NA,NA,10,7,NA,NA,NA,2,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucas Barcelos,101622,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,37,7.5,5.09,31,9.94,-0.51,10.45,2,7,1,38,1,7,144,NA,NA,86,89,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,37,0,0,1,2.32,0,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Fabrício Bruno,90768,37,0,3.52,19,5.42,0,5.42,NA,3,NA,4,1,3,12,NA,NA,23,15,NA,NA,NA,10,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Yuri Lima,90569,37,-0.6,0.37,23,1.67,-0.44,2.11,NA,9,NA,40,1,7,14,NA,NA,37,29,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,4,mei,Luiz Fernando ,90715,37,-2.3,1.05,32,3.34,-1.14,4.4799999999999995,NA,6,1,34,5,15,43,1,5,44,22,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,37,0,2.5,1,2.75,0,2.75,NA,NA,NA,1,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ulisses,101647,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,37,0,-0.15,6,2.79,0,2.79,NA,2,NA,5,1,1,8,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,37,0,-0.3,2,0.78,0,0.78,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,37,0,-2,0,3.32,0,3.32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Ricardo Verza,101679,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,37,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,37,0,1.23,10,3.11,0,3.11,NA,1,NA,9,1,NA,3,NA,NA,21,5,NA,NA,NA,3,NA,NA,NA,2019
277,Santos,3,Suspenso,2,lat,Felipe Jonatan,101708,37,-5,3.6,26,8,-2.27,10.27,NA,NA,1,13,7,7,13,2,1,33,19,NA,NA,NA,10,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Vanderley,106077,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Alerrandro,101715,37,0,5.15,10,6.27,0,6.27,1,NA,NA,5,6,9,9,2,3,8,8,NA,NA,NA,NA,NA,2,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Deyverson,92708,37,0,3.63,19,9.93,0,9.93,2,3,NA,23,12,21,52,3,21,31,10,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Raul,92496,37,4.2,4.08,27,8.24,0.54,7.7,2,7,NA,47,9,11,63,1,NA,48,62,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,37,0,-1.6,1,1.24,0,1.24,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Ronaldo,92981,37,0,2.4,16,3.92,0,3.92,1,4,1,24,1,3,12,NA,1,26,38,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,37,7.2,1.9,13,3.24,0.6,2.64,2,NA,NA,12,1,4,12,1,2,9,4,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,André Luís,92146,37,1.2,2,25,4.43,0,4.43,NA,4,NA,17,9,6,52,2,5,28,7,NA,NA,NA,NA,NA,3,NA,2019
264,Corinthians,2,Dúvida,4,mei,Mateus Vital,93108,37,2.3,3.51,28,7.44,0.07,7.37,2,1,NA,15,11,20,58,2,1,25,21,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Ramón Martínez,92155,37,0,1.57,10,3.9,0,3.9,NA,1,NA,5,NA,1,5,NA,1,7,13,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Jonathan,37662,37,4.7,4.47,7,6.24,-0.03,6.2700000000000005,NA,2,NA,5,1,NA,4,1,NA,8,6,NA,NA,NA,4,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,37,0,3.1,12,2.34,0,2.34,NA,NA,NA,9,8,9,7,2,NA,12,6,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,3,zag,Edu Dracena,37657,37,-0.3,3.7,5,5.61,-1.36,6.970000000000001,NA,1,NA,4,1,4,3,NA,NA,3,5,NA,NA,NA,2,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Miranda,101720,37,0,0.7,1,2.57,0,2.57,NA,NA,NA,2,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Marcelo Boeck,37788,37,0,4.41,7,4.9,0,4.9,NA,1,NA,NA,NA,NA,1,NA,NA,3,NA,15,NA,10,2,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Henrique,37694,37,2.1,3.28,32,8.12,-0.35,8.469999999999999,NA,5,NA,47,4,16,68,NA,1,54,69,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Marrony,101717,37,9.2,3.43,31,12.48,0.9,11.58,3,6,1,52,13,25,58,3,5,39,38,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,5,Contundido,5,ata,Alecsandro,37673,37,0,1.13,20,4.54,0,4.54,NA,1,NA,20,6,11,11,2,7,19,7,NA,NA,NA,NA,1,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Fabinho,101729,37,0,-0.5,1,0.77,0,0.77,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,37,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Diego,101728,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Léo Moura,37701,37,0,2.48,19,6.45,0,6.45,1,1,NA,8,NA,2,14,NA,1,41,15,NA,NA,NA,6,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,37,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Rafael Sobis,37798,37,-0.3,3.03,19,6.65,0.03,6.62,3,7,NA,14,17,17,11,2,NA,23,10,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,4,mei,Cícero,37688,37,-1.6,2.57,32,10.58,-0.63,11.21,1,9,NA,28,9,11,58,3,4,52,36,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,37,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Fábio Santos,38229,37,0,2.75,29,10.45,0,10.45,1,6,NA,30,4,3,21,4,2,46,21,NA,NA,NA,6,NA,2,NA,2019
265,Bahia,6,Nulo,1,gol,Anderson,38001,37,0,-1,1,2.08,0,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,2019
265,Bahia,3,Suspenso,4,mei,Flávio,91102,37,0.5,1.82,28,3.34,-0.8,4.14,1,6,NA,56,4,8,22,NA,1,40,51,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Fernando Prass,38140,37,0,4.5,2,6.94,0,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Everaldo ,91151,37,0,2.62,10,3.91,0,3.91,1,2,NA,15,2,8,15,1,3,7,8,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,37,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
