clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,G,I,PE,PP,RB,SG,A,CV,DD,DP,GS,FT,GC,ano
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,34,0,-0.17,7,2.7,0,2.7,2,4,NA,3,3,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,4,mei,Everton,50301,34,0,1.68,16,7.34,0,7.34,3,32,3,3,22,1,7,31,NA,18,NA,2,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Ramires,50293,34,2,1.38,4,6.11,-0.68,6.79,NA,2,1,2,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Luiz Fernando ,90715,34,1.2,1.16,29,3.95,-0.05,4,4,32,5,15,36,1,4,41,NA,20,NA,NA,1,NA,NA,NA,1,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,34,0,6.43,3,4.81,0,4.81,NA,6,NA,NA,5,NA,NA,9,NA,5,1,2,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,34,0,1.7,1,4.35,0,4.35,1,2,1,1,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Elicarlos,50313,34,0,0.82,17,4.58,0,4.58,5,23,3,9,19,NA,NA,25,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Wanderson,86143,34,4,0.3,3,2.15,0.79,1.3599999999999999,1,3,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Borja,86120,34,-0.1,2.68,8,5.25,-2.12,7.37,1,7,4,7,8,1,2,8,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,34,0,1.23,10,3.11,0,3.11,1,9,1,NA,3,NA,NA,21,NA,5,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Carlos Eduardo,90917,34,0,-0.15,6,2.79,0,2.79,2,5,1,1,8,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,David Braz,50317,34,0,5.33,17,9.31,0,9.31,NA,13,4,12,2,2,NA,18,NA,24,5,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,34,0,-2,0,3.32,0,3.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,34,0,1.95,25,2.97,0,2.97,3,48,2,8,21,NA,1,34,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,34,4.2,1.46,12,2.64,0.46,2.18,NA,11,1,2,8,1,2,6,NA,4,NA,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,34,0,-0.3,2,0.78,0,0.78,NA,3,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Pepê,91201,34,9,3.52,28,7.17,1.06,6.109999999999999,2,17,8,17,25,7,7,37,NA,16,NA,2,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Everaldo ,91151,34,0,2.62,10,3.91,0,3.91,2,15,2,8,15,1,3,7,NA,8,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Natanael,86264,34,0,1.47,6,4.46,0,4.46,2,8,NA,1,4,NA,NA,15,NA,9,2,NA,NA,NA,NA,NA,NA,1,2019
282,Atlético-MG,5,Contundido,4,mei,Gustavo Blanco,91191,34,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Luanderson ,86380,34,3.2,2.79,10,3.03,0.43,2.5999999999999996,2,14,1,1,21,NA,NA,17,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,34,4.62,2.98,24,7.27,0.38,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,34,0,5.3,20,11.16,0,11.16,NA,11,10,14,35,4,3,56,NA,16,NA,6,NA,NA,NA,NA,1,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,34,14.9,3.02,30,10.62,2.01,8.61,8,51,12,19,36,5,5,39,NA,24,NA,4,NA,NA,NA,NA,1,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Perri,91260,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,34,0,-1.6,3,4.47,0,4.47,1,7,NA,2,1,NA,NA,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,34,0,5.5,7,4.45,0,4.45,NA,2,NA,1,1,NA,2,11,NA,15,3,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,34,0.5,1.17,6,1.77,-0.22,1.99,NA,2,NA,1,4,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Matheus Rossetto,86766,34,0,0.17,6,2.49,0,2.49,2,11,NA,NA,3,NA,NA,15,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Rony,91607,34,0,5.38,26,14.16,0,14.16,5,55,22,36,53,6,13,51,NA,24,NA,6,NA,NA,NA,NA,1,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,34,0.7,2.98,25,6.94,0.12,6.82,5,29,5,7,21,1,1,44,NA,25,8,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,João Paulo,86770,34,3,2.91,25,6.06,0.4,5.659999999999999,5,41,8,12,38,4,NA,62,NA,38,NA,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,34,0,0.75,8,2.17,0,2.17,1,3,1,3,10,NA,NA,12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,34,4.7,3.3,31,5.32,0.06,5.260000000000001,7,26,2,8,21,1,NA,30,NA,44,8,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,34,3.7,6,25,10.83,0.35,10.48,4,3,NA,NA,3,NA,NA,16,NA,NA,8,NA,NA,59,2,34,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Leonardo Valencia,91508,34,0,1.47,19,4.08,0,4.08,2,8,4,12,10,1,1,37,NA,10,NA,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,34,0,0,1,2.32,0,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,34,0,1.86,23,4.51,0,4.51,6,33,4,5,27,NA,NA,33,NA,36,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,34,0,2.92,7,8.03,0,8.03,NA,2,NA,3,3,NA,NA,10,NA,7,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,34,3.5,2.22,32,5.64,0.21,5.43,5,39,12,15,40,1,1,64,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,34,-1.5,1.48,14,5.37,-0.34,5.71,2,18,7,8,18,1,5,14,NA,5,NA,1,1,NA,NA,NA,2,1,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,34,0,-1.25,2,2.26,0,2.26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,34,0,0.68,4,5.05,0,5.05,2,1,NA,1,2,NA,NA,13,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,André Luís,92146,34,2,2.09,23,4.59,-0.26,4.85,4,16,8,6,51,2,4,27,NA,6,NA,NA,NA,NA,NA,NA,3,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,34,1.7,2.44,29,9.38,0.12,9.260000000000002,1,14,7,8,8,1,4,60,NA,32,6,NA,NA,NA,NA,NA,NA,1,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,34,2.9,2.59,27,6.66,0.14,6.5200000000000005,11,51,5,5,31,NA,NA,80,NA,74,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,34,0,-1.8,1,1.81,0,1.81,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,José Welison,86859,34,-0.3,1.59,15,3.83,-0.58,4.41,3,19,2,5,11,NA,NA,24,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Felipe Ferreira,86749,34,0,0.91,8,2.65,0,2.65,NA,1,4,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Raul,92496,34,0,4.23,25,7.72,0,7.72,6,42,8,11,58,1,NA,46,NA,58,NA,2,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Ramón Martínez,92155,34,0,1.71,8,4.14,0,4.14,1,5,NA,1,4,NA,1,7,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Gustavo,86932,34,2.6,1.84,20,4.19,0.24,3.95,1,25,6,14,17,2,7,7,NA,6,NA,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,1,gol,Júlio César,49673,34,0,4.34,8,6.29,0,6.29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,17,NA,13,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,34,10.7,7.28,27,18.38,0.79,17.59,3,16,17,29,27,11,2,46,NA,33,NA,5,NA,NA,NA,NA,2,NA,2019
265,Bahia,7,Provável,3,zag,Juninho,92182,34,1.7,3.42,23,6.24,-0.55,6.79,1,20,4,5,13,1,1,41,NA,20,10,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,34,0,2.88,11,4.12,0,4.12,3,13,2,NA,3,1,1,22,NA,13,4,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,34,12.3,4.34,29,9.75,-1.56,11.31,10,24,18,23,42,9,17,63,NA,19,NA,3,NA,NA,NA,NA,3,NA,2019
275,Palmeiras,6,Nulo,5,ata,Deyverson,92708,34,0,3.63,19,9.93,0,9.93,3,23,12,21,52,3,21,31,NA,10,NA,2,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,34,0,0.73,3,3,0,3,2,3,NA,NA,4,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Joel Carli,93414,34,0,1.13,23,5.59,0,5.59,9,22,1,4,17,NA,1,48,NA,16,6,NA,NA,NA,NA,NA,1,NA,2019
284,Grêmio,7,Provável,3,zag,Kannemann,87342,34,3.6,4.52,14,12.18,-0.36,12.54,7,28,NA,1,15,1,NA,20,NA,34,6,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mateus Vital,93108,34,0.2,3.65,26,7.19,-0.49,7.680000000000001,1,12,10,18,54,2,1,25,NA,21,NA,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,34,0,2.7,9,5.41,0,5.41,2,9,4,3,1,NA,NA,18,NA,7,4,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Ronaldo,92981,34,4.3,2.68,15,4.85,0.96,3.8899999999999997,4,22,NA,3,12,NA,1,26,NA,36,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Andrey,93787,34,0,2.73,14,5.89,0,5.89,1,13,3,5,9,1,NA,21,NA,20,NA,NA,NA,NA,NA,NA,1,NA,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,34,-0.3,0.3,6,2.72,-0.1,2.8200000000000003,1,9,NA,NA,7,NA,1,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Lima,96340,34,0,4.04,13,5.53,0,5.53,2,12,10,10,23,1,2,22,NA,17,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,34,0,-1.6,1,1.24,0,1.24,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Matheus Cabral,93795,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,2,lat,Marcinho,93797,34,0,3.32,22,7.3,0,7.3,2,30,7,13,17,1,1,59,NA,18,5,4,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,34,2.6,1.95,27,4.9,0.21,4.69,2,18,9,8,34,1,1,75,NA,21,NA,3,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,34,3.7,3.65,30,9.61,0.52,9.09,7,58,4,11,20,1,1,66,NA,57,12,1,2,NA,NA,NA,2,1,2019
314,Avaí,7,Provável,6,tec,Evando Camillato,96454,34,1.97,1.8,10,6.46,-0.18,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,34,0,4,1,2.36,0,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Cleiton,93882,34,0.7,2.68,21,3.13,-0.54,3.67,1,NA,NA,NA,6,NA,NA,15,NA,NA,5,1,NA,23,1,23,NA,NA,2019
267,Vasco,7,Provável,4,mei,Marcos Júnior,93893,34,0,1.31,22,3,0,3,4,37,4,6,28,1,NA,51,NA,24,NA,NA,NA,NA,NA,NA,1,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,34,0,0.98,6,3.1,0,3.1,1,7,1,NA,3,NA,NA,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vitinho,101960,34,16,3.85,13,5.26,2.8,2.46,NA,15,7,8,8,2,NA,9,NA,7,NA,3,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Braian Romero,101997,34,-1.5,2.7,14,3.99,-0.36,4.3500000000000005,2,20,3,6,15,2,3,15,NA,12,NA,1,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,5,ata,Ribamar,94068,34,0,1.9,15,2.26,0,2.26,NA,25,6,14,15,2,9,13,NA,3,NA,NA,NA,NA,NA,NA,1,NA,2019
284,Grêmio,6,Nulo,5,ata,Felipe Vizeu,94138,34,0,0.6,10,2.06,0,2.06,NA,9,NA,4,3,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Lucas Halter,102253,34,0,1.61,9,3.09,0,3.09,1,5,2,3,2,NA,NA,8,NA,7,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Anderson,102906,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Diego Pituca,94156,34,8.8,1.46,31,4.64,1.46,3.1799999999999997,7,60,11,15,30,2,NA,72,NA,32,NA,NA,NA,NA,NA,NA,2,NA,2019
354,Ceará,6,Nulo,4,mei,William Oliveira,94297,34,0,1.45,12,2.59,0,2.59,5,15,2,5,15,NA,1,8,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Papagaio,102302,34,0,0.16,9,1.21,0,1.21,1,7,1,3,6,NA,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Caio Paulista,102318,34,2.7,2.65,23,4.23,0.34,3.8900000000000006,1,27,7,23,28,NA,2,43,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Cacá,102340,34,-1.3,2.99,16,2.52,-1.15,3.67,4,14,1,1,11,1,NA,7,NA,13,6,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,34,1.4,1.5,33,3.53,-0.75,4.279999999999999,4,18,1,2,12,1,NA,46,NA,19,7,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Lima,94288,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,34,0,2.25,11,6.48,0,6.48,NA,10,4,9,7,1,NA,9,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marcinho,102380,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Jarro Pedroso,94542,34,0,-0.38,4,1.21,0,1.21,1,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jonatan Gomez,94857,34,6.3,4.54,24,6.69,1.17,5.5200000000000005,5,31,16,18,68,5,2,60,NA,22,NA,3,1,NA,NA,NA,1,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,34,0.5,0.65,11,1.15,0.15,0.9999999999999999,NA,9,2,4,4,NA,NA,8,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Allan,96652,34,0.8,1.06,26,2.08,-0.78,2.8600000000000003,10,56,13,16,36,NA,NA,73,NA,34,NA,1,1,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Dudu,102581,34,0,-0.25,2,1.33,0,1.33,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Marco Antônio,94975,34,0,3.8,6,4.45,0,4.45,NA,3,2,2,12,1,1,9,NA,3,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Miguel Figueira,102565,34,0,0.5,1,0.86,0,0.86,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Zeca,94976,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,34,0,-0.23,6,2.56,0,2.56,1,6,1,1,6,NA,1,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,34,0,3.9,16,8.54,0,8.54,7,27,2,2,36,NA,3,37,NA,27,7,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Geovane Itinga,94980,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Thalles,95222,34,5.6,2.66,7,2.77,0.96,1.81,1,12,1,6,8,1,NA,8,NA,2,NA,1,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Matheus Jesus,95335,34,0,2.4,5,4.5,0,4.5,NA,3,NA,NA,7,NA,1,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Jefferson,95220,34,0,3.8,30,10.95,0,10.95,5,25,3,7,30,1,1,64,NA,46,9,2,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,34,0,2.5,1,2.75,0,2.75,NA,1,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Orejuela,95352,34,8.4,3.8,19,6.91,0.12,6.79,2,37,4,5,20,2,1,38,NA,31,6,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Matheus Lucas,95246,34,0.5,0.8,4,1.03,0,1.03,NA,3,NA,1,6,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,34,11.5,2.4,30,11.18,1.58,9.6,6,104,2,11,24,NA,NA,81,NA,85,NA,3,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,34,0,0.23,3,3.51,0,3.51,NA,2,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,34,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
