clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FD,FF,FS,G,I,PE,PP,RB,DD,GS,SG,CV,FT,DP,GC,ano
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alessandro,104081,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Veron,103764,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Lincoln,100065,24,0,1.97,8,3.74,0,3.74,NA,1,3,4,3,8,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,André,104080,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Pedro Lucas,104087,24,0,-0.45,4,2.45,0,2.45,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Igor Gomes,100084,24,1.8,0.84,14,1.42,-0.9,2.32,NA,2,9,3,3,9,1,NA,14,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Stockl,104088,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jaques,104128,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Marco Antônio,94975,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Roberto,104086,24,0,0.17,3,1.69,0,1.69,NA,1,4,NA,NA,3,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Geovane Itinga,94980,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Zeca,94976,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Arthur Gomes,96966,24,0.5,2.71,20,4.8,-0.06,4.859999999999999,NA,2,18,1,8,38,3,2,26,NA,15,NA,NA,NA,NA,1,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Yony González,97080,24,0.6,5.89,20,12.61,-1.57,14.18,2,1,23,15,30,32,5,5,19,NA,17,NA,NA,NA,NA,2,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mantuan,97315,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Dudu,97133,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Janderson,97245,24,0,1.6,5,1.35,0,1.35,NA,NA,2,1,2,7,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Marcos Calazans,97452,24,0,0.17,3,2.38,0,2.38,NA,1,6,1,NA,2,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Rogério Ceni,97341,24,5.42,3.43,22,8.61,0.59,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Pachu,97352,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,2,Dúvida,4,mei,Thalles,95222,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Jefferson,95220,24,1.4,4.8,21,11.39,-0.65,12.040000000000001,1,3,16,1,6,25,1,1,47,NA,42,NA,NA,7,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Shaylon,97520,24,0,0.32,6,2.99,0,2.99,NA,NA,4,1,1,2,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Orejuela,95352,24,0,2.41,12,5.03,0,5.03,NA,2,24,2,2,12,NA,1,22,NA,18,NA,NA,3,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Matheus Lucas,95246,24,1.5,1.5,1,1.16,0.16,0.9999999999999999,NA,NA,2,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Felipe Pires,100289,24,0,2.89,8,4.47,0,4.47,1,NA,3,2,5,12,1,1,11,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Pedrinho,100103,24,0,0.5,3,0.97,0,0.97,NA,NA,3,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,24,1.8,2.17,21,9.78,-0.45,10.229999999999999,NA,4,74,2,8,17,NA,NA,59,NA,64,NA,NA,NA,1,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Thuler,100125,24,0,1.21,9,3.28,0,3.28,NA,1,6,NA,NA,4,NA,NA,7,NA,4,NA,NA,2,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Matheus Jesus,95335,24,0,2.2,4,4.92,0,4.92,NA,NA,1,NA,NA,7,NA,1,4,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,24,-0.5,-0.17,3,1.89,-0.27,2.16,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Igor Vinícius,95466,24,4.9,3.2,14,7.75,0.58,7.17,2,3,22,2,3,8,NA,NA,22,NA,23,NA,NA,5,2,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Yuri Alberto,100652,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Kunde,95476,24,0,0.1,4,0.75,0,0.75,NA,2,7,NA,NA,1,NA,NA,7,NA,3,NA,NA,1,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Lepu,97522,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Gustavo Bochecha,95798,24,0.8,1.54,17,5.65,-0.19,5.840000000000001,1,2,7,5,6,13,NA,NA,52,NA,20,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,24,0,0.85,4,3.2,0,3.2,NA,1,1,NA,NA,1,NA,NA,7,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Matheus Alessandro,97527,24,0,1,3,2.39,0,2.39,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Orinho,95542,24,5.3,3.75,2,3.33,0.58,2.75,NA,NA,3,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,3,zag,Aguilar,95494,24,0,3.42,16,6.33,0,6.33,NA,3,21,NA,2,9,NA,NA,15,NA,23,NA,NA,7,NA,NA,NA,NA,2019
263,Botafogo,3,Suspenso,3,zag,Marcelo Benevenuto,95638,24,-2.6,1.06,10,3.57,-0.12,3.69,1,3,7,NA,1,9,1,NA,19,NA,3,NA,NA,2,NA,1,NA,2,2019
264,Corinthians,6,Nulo,1,gol,Filipe,100712,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Matheus Henrique,100742,24,0,1.11,12,3.07,0,3.07,1,4,19,2,1,14,NA,NA,28,NA,16,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Liziero,100761,24,2,1.11,10,4.04,0.64,3.4,NA,2,10,1,3,9,NA,NA,20,NA,12,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,3,Suspenso,5,ata,Artur,95799,24,-2.4,2.81,21,8.96,-0.63,9.590000000000002,2,6,18,9,16,35,4,3,68,1,15,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Gabriel Sara,100763,24,0,0.6,1,0.9,0,0.9,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Esteves,100846,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Ruan,100842,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Felipe,100843,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Emanuel,100840,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,4,mei,Nonato,100987,24,0,3.57,21,9.09,0,9.09,1,3,43,4,6,16,3,1,27,NA,43,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Felippe Cardoso,100963,24,-1.3,1.94,15,2.98,-0.74,3.7199999999999998,1,2,39,9,9,17,2,10,11,NA,7,NA,NA,NA,NA,1,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Sarrafiore,101315,24,0,1.52,14,3.61,0,3.61,NA,3,12,2,7,7,2,NA,20,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Matheus Prado,101375,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Jô,101317,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Guga,101319,24,0,4.15,11,8.38,0,8.38,4,NA,9,NA,3,7,NA,2,41,NA,25,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,24,0,0.4,1,3.94,0,3.94,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Bruno Lazaroni,102887,24,3.26,3.26,1,6.8,-1.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,24,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Bruno Silva,101422,24,0,-0.3,1,2.8,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Isaque,101483,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Thonny Anderson,101484,24,2.8,3.73,15,4.96,-1.11,6.07,4,3,18,9,5,12,2,3,23,NA,11,NA,NA,NA,NA,2,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Pepê,101573,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Anderson,102906,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Ricardo,101491,24,4.8,2.26,14,4.84,1.14,3.7,NA,3,13,1,2,3,NA,3,34,NA,11,NA,NA,7,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Matheus Dantas,101592,24,0,-0.6,1,1.25,0,1.25,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,24,0,-0.3,2,0.77,0,0.77,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Luan,102909,24,-0.8,0.89,14,2.86,-0.7,3.5599999999999996,NA,2,25,1,3,5,NA,NA,24,NA,20,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,24,0,1.7,2,2.84,0,2.84,NA,NA,2,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Hugo Moura,101594,24,0,0.3,1,2.97,0,2.97,1,1,1,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,24,0,-2.5,1,1.07,0,1.07,NA,1,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Vini Locatelli,102998,24,0.2,3.03,3,1.21,-0.24,1.45,1,NA,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,3,zag,Robson Bambu,101579,24,0,3.12,4,4.97,0,4.97,NA,NA,7,1,2,1,NA,NA,6,NA,3,NA,NA,2,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Evanilson,101606,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucas Barcelos,101622,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ulisses,101647,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Ricardo Verza,101679,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Felipe Jonatan,101708,24,0,3.57,17,9.63,0,9.63,NA,NA,11,7,6,8,2,1,28,NA,8,NA,NA,6,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Alerrandro,101715,24,0,5.59,9,6.27,0,6.27,1,NA,5,5,9,9,2,3,8,NA,8,NA,NA,NA,NA,2,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Marrony,101717,24,0,2.6,20,11.2,0,11.2,1,3,31,8,15,32,1,5,29,NA,26,NA,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Cacá,102340,24,0,2.02,8,1.79,0,1.79,NA,3,5,1,NA,7,NA,NA,2,NA,7,NA,NA,2,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,24,0,3.13,7,2.08,-0.05,2.13,NA,NA,5,5,4,6,1,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Miranda,101720,24,0,0.7,1,2.57,0,2.57,NA,NA,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,João Lucas,104257,24,0,6.47,3,3.49,0,3.49,NA,NA,NA,NA,NA,1,NA,NA,2,NA,3,NA,NA,3,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Diego,101728,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,César,102912,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Iury,101846,24,4.2,2.94,10,6.43,0.52,5.91,1,1,14,NA,3,10,NA,NA,30,NA,10,NA,NA,4,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,24,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Fabinho,101729,24,0,-0.5,1,0.77,0,0.77,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,24,0,2.84,8,5.25,0,5.25,NA,1,6,NA,2,6,1,NA,13,NA,6,NA,NA,2,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Toró,101885,24,0,2.18,15,4.99,0,4.99,1,1,19,3,10,20,2,3,28,NA,11,NA,NA,NA,1,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bryan,97536,24,0,0.83,8,1.46,0,1.46,NA,2,10,1,1,6,NA,NA,16,NA,7,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Tomás Andrade,97619,24,0,0.69,10,3.82,0,3.82,1,NA,10,3,5,4,NA,NA,19,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,24,0,-0.5,1,1.45,0,1.45,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Frazan,97528,24,7,1.03,8,2.83,2.03,0.8000000000000003,NA,1,7,NA,NA,1,NA,NA,4,NA,3,NA,NA,4,2,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Calegari,104276,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Rodrigo Santana,97922,24,2.16,3.65,23,10.75,-0.02,10.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,4,mei,Dawhan,97780,24,1,1.42,20,6.02,0.21,5.81,NA,3,20,NA,6,9,NA,NA,23,NA,28,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Rafael Santos,97907,24,0,1.65,2,0.9,0,0.9,NA,1,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Jhonata,97993,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,24,0,0,1,0.76,0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rafael,97902,24,0,-1.2,1,0.73,0,0.73,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Igor Leandro,101889,24,1.5,1.5,1,1.48,0.48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gabriel Calabres,101911,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vitinho,101960,24,1.7,2.93,10,2.74,0.11,2.6300000000000003,2,NA,15,6,7,5,1,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Erick,98022,24,11.8,1.56,8,2.98,2.05,0.9300000000000002,NA,1,15,4,1,3,1,NA,12,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,3,zag,Lucas Halter,102253,24,0,1.61,9,3.09,0,3.09,NA,1,5,2,3,2,NA,NA,8,NA,7,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Dalberto,97995,24,0,0,1,2.34,0,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
