clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FD,FF,FS,G,I,PE,PP,RB,DD,GS,SG,CV,FT,DP,GC,ano
262,Flamengo,6,Nulo,4,mei,Piris da Motta,95802,24,0,0.64,16,3.03,0,3.03,NA,2,12,NA,2,14,NA,NA,11,NA,10,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Leandro Barcia,91242,24,4,3.13,21,8.94,0.3,8.639999999999999,1,5,33,9,15,23,4,3,29,NA,19,NA,NA,NA,NA,1,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,24,0,6.17,6,4.69,0,4.69,1,NA,2,NA,1,1,NA,2,11,NA,14,NA,NA,3,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,José Welison,86859,24,0,1.97,9,3.97,0,3.97,NA,2,9,NA,5,5,NA,NA,14,NA,16,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,24,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Lima,96340,24,0,4.76,9,5.81,0,5.81,1,2,8,10,7,20,NA,2,16,NA,16,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Leonardo Valencia,91508,24,8,1.47,10,4.79,1.19,3.6,1,2,3,2,4,3,1,1,13,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Arboleda,91573,24,0,2.05,15,6.57,0,6.57,1,5,18,4,4,11,NA,1,31,NA,14,NA,NA,4,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Nino,91708,24,6.7,2.8,21,4.8,0.18,4.62,1,6,23,2,4,12,1,NA,19,NA,29,NA,NA,4,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Evando Camillato,96454,24,0,0,0,7.12,0,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,24,3.1,2.47,19,6.51,0.53,5.9799999999999995,1,8,40,2,2,18,NA,NA,69,NA,57,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,3,Suspenso,3,zag,Quintero,96382,24,2.3,1.5,24,3.56,0.38,3.18,NA,3,16,1,2,6,1,NA,38,NA,15,NA,NA,5,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,24,0,2.92,7,8.03,0,8.03,NA,NA,2,NA,3,3,NA,NA,10,NA,7,NA,NA,2,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,24,0,1.97,4,6.04,0,6.04,NA,1,1,NA,1,2,NA,NA,13,NA,5,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Rony,91607,24,4.5,5.21,17,13.11,-0.23,13.34,3,5,38,13,27,35,4,7,31,NA,17,NA,NA,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,João Paulo,91972,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Ramón Martínez,92155,24,0,1.78,7,4.73,0,4.73,NA,1,5,NA,1,4,NA,1,6,NA,11,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,24,0,-1.6,1,1.24,0,1.24,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,André Luís,92146,24,-0.5,1.93,15,4.02,-0.45,4.47,NA,4,9,4,3,29,2,4,16,NA,3,NA,NA,NA,NA,2,NA,NA,2019
267,Vasco,7,Provável,4,mei,Raul,92496,24,1.7,4.48,19,7.94,0.09,7.8500000000000005,2,5,35,7,8,47,NA,NA,36,NA,50,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,24,1.2,1.21,11,2.18,-0.36,2.54,NA,NA,10,1,2,8,1,2,5,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Daniel,96468,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Bustamante,100425,24,-1,1.93,11,2.43,-1.23,3.66,1,1,22,2,6,11,1,1,15,NA,9,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Lourenço,99032,24,0,2.74,18,4.78,0,4.78,3,2,16,11,8,29,NA,4,43,NA,16,NA,NA,NA,NA,1,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,24,2.4,4.3,23,8.01,-0.84,8.85,2,2,22,18,20,29,4,10,47,NA,22,NA,NA,NA,NA,2,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Mateus Vital,93108,24,1.7,4.1,16,7.17,-0.08,7.25,2,1,5,6,12,37,1,NA,19,NA,15,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Deyverson,92708,24,0,3.61,10,9.39,0,9.39,2,2,11,7,10,26,1,14,18,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Jean Pyerre,98832,24,0,5.61,10,10.48,0,10.48,2,NA,10,4,7,11,3,NA,23,NA,12,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Juninho,92182,24,5.9,4.1,14,6.71,0.65,6.06,NA,1,8,4,3,9,NA,1,26,NA,10,NA,NA,9,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Jean,99459,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Joel Carli,93414,24,0,1.63,16,5.97,0,5.97,NA,6,15,1,2,12,NA,1,39,NA,14,NA,NA,5,NA,1,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Wesley,99462,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,24,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,24,0,1.03,3,3.07,0,3.07,1,1,5,NA,NA,4,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,24,0,1.6,3,1.25,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,4,1,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,24,0,2.9,1,3.4,0,3.4,NA,NA,NA,NA,NA,4,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,24,4.2,3.66,21,9.5,0.85,8.65,NA,5,44,3,9,12,1,1,53,NA,43,NA,NA,9,2,2,NA,1,2019
263,Botafogo,7,Provável,2,lat,Fernando,99550,24,5.8,2.83,15,4.97,0.62,4.35,1,4,26,2,1,11,NA,NA,29,NA,17,NA,NA,6,NA,1,NA,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,24,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,2,lat,Mascarenhas,99721,24,0,-2.3,1,1.75,0,1.75,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Andrey,93787,24,0.5,2.49,13,5.01,-0.57,5.58,NA,1,12,3,4,8,1,NA,18,NA,16,NA,NA,NA,NA,1,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Igor Cássio,99661,24,0,-0.5,2,1.29,0,1.29,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Marcinho,93797,24,0,3.48,17,6.36,0,6.36,2,2,25,5,10,13,1,1,43,NA,15,NA,NA,5,NA,1,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Matheus Cabral,93795,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Brenner,99789,24,0,2.3,6,3.14,0,3.14,NA,NA,2,2,4,4,NA,NA,6,NA,4,NA,NA,NA,NA,1,NA,NA,2019
314,Avaí,7,Provável,4,mei,Richard Franco,99802,24,1.2,3.59,14,5.38,-1.33,6.71,NA,NA,24,3,13,15,1,1,34,NA,29,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,24,0,4,1,2.36,0,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Chará,99891,24,0,4.21,18,11.57,0,11.57,1,NA,9,11,12,25,3,4,49,NA,20,NA,NA,NA,NA,1,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Rony,101040,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,24,-0.4,1.37,17,3.99,-0.61,4.6000000000000005,1,2,12,7,3,25,NA,NA,49,NA,13,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ricardo,99881,24,6.5,3,12,7.73,1.38,6.3500000000000005,NA,2,10,1,4,8,1,NA,22,NA,20,NA,NA,2,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Cleiton,93882,24,0,1.97,12,2.39,0,2.39,NA,1,NA,NA,NA,2,NA,NA,8,NA,NA,12,13,2,NA,NA,1,NA,2019
267,Vasco,7,Provável,4,mei,Marcos Júnior,93893,24,4.3,1.79,16,4.11,0.8,3.3100000000000005,NA,4,28,3,6,23,1,NA,44,NA,22,NA,NA,NA,NA,1,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Rodrigo,104328,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Ribamar,94068,24,5.3,2.6,7,3.35,1,2.35,NA,NA,10,5,8,3,1,7,4,NA,2,NA,NA,NA,NA,1,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luan Pereira,99900,24,0,0.97,10,2.54,0,2.54,1,4,7,1,2,10,NA,NA,12,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Matheus Fernandes,94067,24,0,1.45,4,3.92,0,3.92,NA,NA,1,NA,NA,3,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Lucas Campos,99903,24,0,1.54,8,1.73,0,1.73,NA,1,7,1,3,8,NA,NA,6,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Allan,96652,24,0,0.33,18,1.35,0,1.35,1,8,44,8,11,23,NA,NA,53,NA,20,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Ferreira,101290,24,0,8.5,1,4.77,0,4.77,1,NA,1,NA,1,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Diego Pituca,94156,24,0.9,1.36,22,3.32,0.2,3.1199999999999997,NA,7,47,9,11,21,1,NA,53,NA,26,NA,NA,NA,NA,2,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Felipe Vizeu,94138,24,0,0.67,9,2.41,0,2.41,NA,NA,9,NA,4,3,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,3,Suspenso,4,mei,William Oliveira,94297,24,-0.5,0.68,7,2.07,-0.04,2.11,NA,3,10,2,2,5,NA,NA,4,NA,7,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Alexandre Melo,106159,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Kaio Magno,106200,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,24,0,3.54,14,7.25,0,7.25,1,7,26,2,2,30,NA,3,35,NA,23,NA,NA,6,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Lucão,106160,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Gabriel Pec,106199,24,0,1.3,1,1.38,0,1.38,NA,NA,NA,NA,NA,2,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Kawan,106219,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Jonathan,106161,24,2,4.04,8,5.68,-0.78,6.46,NA,1,12,NA,8,14,3,2,12,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Jhonata Robert,106371,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marx Lênin,106312,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Lucas Figueiredo,106201,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno Gomes,106202,24,0,1.2,1,1.09,0,1.09,NA,1,2,NA,NA,3,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Caio Alexandre,106323,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,6,tec,Ricardo Colbachini,106475,24,0,0,0,10.75,0,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Lucas Dias,104356,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Gabriel,104404,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Igor Reis,104408,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Talison,104415,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julian,104333,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Vitor Mendes,104401,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Vinícius,104513,24,0,2.06,5,5.07,0,5.07,1,NA,4,NA,NA,1,NA,NA,9,NA,3,NA,NA,1,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Rick,104459,24,0,0.82,4,1.82,0,1.82,NA,NA,2,NA,1,1,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Gustavo Coutinho,104362,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Caíque,104591,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Sandry,104580,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Tailson,104578,24,-0.1,4.1,2,1.02,-1.28,2.3,NA,NA,4,2,1,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Darlan,104593,24,0,1.1,8,1.72,0,1.72,NA,NA,7,1,2,1,NA,NA,10,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hélio Júnior,104622,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Douglas Borel,104634,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Weverton,104625,24,0,4.43,3,3.08,0,3.08,NA,NA,1,NA,1,3,NA,NA,10,NA,3,NA,NA,2,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Vinícius,104660,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Heitor,104649,24,-0.1,2.45,7,1.45,-0.28,1.73,1,1,7,3,NA,11,NA,NA,23,NA,7,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Warley,104646,24,0,0.5,1,1.68,0,1.68,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Tiago Reis,104678,24,0,1.74,8,4.08,0,4.08,1,1,13,1,3,3,1,1,4,NA,2,NA,NA,NA,NA,1,NA,NA,2019
341,CSA,6,Nulo,1,gol,Igo,104991,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,2,lat,Lucas Barros,104650,24,-0.5,0.92,6,0.86,0.08,0.78,NA,1,6,NA,NA,2,NA,NA,5,NA,4,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gerson Júnior,104824,24,0,0,2,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Lucas Alves,104651,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Wagner Leonardo,104994,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Luis Henrique ,105049,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Bruninho,105111,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Reinier,105068,24,10,4.84,5,4.53,1.59,2.9400000000000004,1,NA,5,1,5,4,2,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Bruno Méndez,103700,24,0,3.27,3,5.01,0,5.01,NA,1,2,NA,NA,NA,NA,NA,9,NA,7,NA,NA,1,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Éderson,103099,24,0,1.46,8,2.24,0,2.24,NA,2,14,2,2,14,NA,NA,16,NA,9,NA,NA,NA,NA,1,NA,NA,2019
354,Ceará,7,Provável,5,ata,Mateus Gonçalves,103076,24,2,1.36,14,3.09,0.09,3,NA,1,6,2,5,8,1,1,20,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,24,0,0,1,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Antony,103455,24,0,4.23,17,12.48,0,12.48,3,1,14,14,12,46,1,NA,50,NA,15,NA,NA,NA,1,2,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Phelipe,103524,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Régis,102999,24,-1.2,0.82,10,3.1,-0.6,3.7,NA,1,7,2,8,3,NA,3,13,NA,8,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,24,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadsom Silva,103695,24,0,0,1,0.76,0,0.76,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Marcos Paulo,103645,24,0,3.33,12,4,0,4,2,NA,4,3,8,9,NA,NA,17,NA,13,NA,NA,NA,NA,1,NA,NA,2019
277,Santos,6,Nulo,4,mei,Anderson Ceará,103724,24,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Walce,104074,24,0,3.57,3,3.67,0,3.67,NA,NA,1,NA,NA,NA,NA,NA,6,NA,2,NA,NA,2,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,João Pedro,104026,24,0,4.61,18,5.96,-0.54,6.5,1,1,22,17,20,27,4,6,25,NA,13,NA,NA,NA,NA,NA,NA,NA,2019
