clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,I,PE,RB,CV,SG,DD,GS,DP,A,G,PP,FT,GC,ano
293,Athlético-PR,6,Nulo,4,mei,Kawan,106219,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,29,0,0.38,5,5.15,0,5.15,1,4,NA,NA,4,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,29,-2.7,5.77,22,12.55,-1.29,13.84,4,25,8,5,29,NA,54,31,NA,10,NA,NA,NA,4,2,NA,1,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,29,7.4,6.65,27,16.27,-0.68,16.95,NA,NA,NA,NA,7,NA,16,NA,NA,9,66,38,2,NA,NA,NA,NA,NA,2019
266,Fluminense,2,Dúvida,3,zag,Luccas Claro,73465,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Marx Lênin,106312,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,29,9.5,2.59,16,9.94,1.05,8.889999999999999,3,34,6,8,39,2,20,19,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Paulão,63172,29,7.5,3.87,6,6.49,1.39,5.1000000000000005,1,3,1,NA,4,NA,10,9,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Paulo Miranda,68817,29,-1,2.05,11,3.98,-1.21,5.1899999999999995,2,14,1,NA,4,NA,14,11,NA,3,NA,NA,NA,NA,1,NA,NA,1,2019
285,Internacional,6,Nulo,4,mei,Rithely,68834,29,0,3.18,8,5.28,0,5.28,NA,14,1,2,6,NA,13,17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Rafael Galhardo,68821,29,0,5.09,12,4.29,0,4.29,NA,8,3,2,6,1,22,12,1,4,NA,NA,NA,3,2,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,29,0,3.39,9,3.69,0,3.69,NA,10,4,5,5,NA,11,11,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2019
263,Botafogo,6,Nulo,4,mei,Caio Alexandre,106323,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,29,1.94,3.94,8,7.03,-0.31,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Jhonata Robert,106371,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,29,-2,4.79,20,6.23,-2,8.23,1,NA,NA,NA,1,NA,11,NA,NA,8,31,16,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,29,-0.6,1.96,18,4.24,-0.47,4.71,3,15,1,5,3,1,27,17,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,29,3.5,0.22,4,2.47,0.72,1.7500000000000002,1,6,2,2,2,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Rogério,73540,29,0.5,2.23,11,7.85,-0.15,8,NA,9,7,4,15,3,9,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,29,0.2,2.42,17,2.2,-0.1,2.3000000000000003,NA,8,NA,4,6,NA,60,16,NA,3,NA,NA,NA,2,1,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Marcelo Lomba,68872,29,1,4.14,26,10.96,0.28,10.680000000000001,1,NA,NA,NA,8,NA,2,NA,NA,9,37,25,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Digão,68886,29,8.8,2.22,13,6.59,1.2,5.39,1,15,NA,2,10,1,16,18,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,5,ata,Wellington Silva,68895,29,-0.6,2.32,17,5.21,-0.19,5.4,1,3,5,9,23,1,26,9,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,29,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Gum,68887,29,0,1.56,20,5.21,0,5.21,1,11,7,7,14,2,45,13,2,4,NA,NA,NA,NA,1,NA,NA,1,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,29,1.7,3.44,25,7.77,-0.45,8.219999999999999,4,38,3,6,15,NA,26,30,NA,11,NA,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,29,0,1.88,13,4.77,-0.61,5.38,2,15,4,13,32,NA,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,29,0,3.09,21,5.12,0,5.12,3,22,3,5,16,3,42,30,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,29,0,0.73,4,3.8,0,3.8,NA,2,NA,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,29,0,1.34,5,3.47,0,3.47,NA,NA,1,1,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,29,7.5,0.69,18,3.53,1.09,2.4399999999999995,6,21,1,5,7,NA,13,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,29,1.8,3.78,16,13.34,-0.85,14.19,1,28,8,9,10,6,13,9,NA,NA,NA,NA,NA,3,3,NA,3,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,29,0,2.94,10,3.53,0,3.53,3,9,1,3,10,NA,17,11,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,2,Dúvida,5,ata,Victor Rangel,82653,29,0,0.44,12,1.52,-0.37,1.8900000000000001,2,15,2,4,23,3,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Didira,63178,29,0,1.39,13,5.3,0,5.3,3,14,2,3,14,NA,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Jean Mota,78548,29,-2.5,1.74,22,6.94,-0.91,7.8500000000000005,2,20,9,11,25,NA,41,11,NA,NA,NA,NA,NA,1,1,NA,1,NA,2019
290,Goiás,3,Suspenso,4,mei,Gilberto,73789,29,3.1,2.63,12,3.41,0.21,3.2,3,18,2,2,9,NA,13,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,4,mei,Julinho,73501,29,7,1.99,8,2.97,0.62,2.35,3,7,6,5,4,NA,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,29,0,1.58,11,3.04,0,3.04,NA,12,1,3,18,4,14,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,29,0,12.5,1,5.43,0,5.43,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,29,11.2,4.33,21,10.51,1.65,8.86,3,25,4,14,10,1,24,20,NA,10,NA,NA,NA,NA,2,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,29,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,29,0,1.3,1,1.94,0,1.94,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,4,mei,Alison,73974,29,5.4,2.77,15,5.53,0.92,4.61,6,27,NA,6,19,NA,16,35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Vinícius Araújo,82767,29,9.6,2.72,6,3.38,1.18,2.2,NA,9,5,1,12,3,10,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Geuvânio,73896,29,0.2,1.97,20,10.19,-0.12,10.309999999999999,3,25,10,12,25,1,31,17,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,29,0,3,22,6.47,0,6.47,5,43,4,7,17,1,45,43,1,3,NA,NA,NA,2,1,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Jean Cléber,73858,29,-1.3,1.22,16,2.43,-0.38,2.81,5,20,1,4,12,NA,21,17,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,29,0,-0.24,5,2.35,0,2.35,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,29,3.9,2.85,25,7.39,0.53,6.859999999999999,10,19,14,18,37,14,56,18,NA,NA,NA,NA,NA,2,4,NA,2,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,29,0,1.37,9,5.13,0,5.13,1,6,3,5,9,2,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,29,1.6,3.15,22,6.45,0.29,6.16,3,10,9,5,58,3,38,19,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2019
262,Flamengo,3,Suspenso,5,ata,Gabriel,83257,29,8.9,9.25,22,20.84,0.81,20.03,9,17,26,26,20,13,41,8,NA,NA,NA,NA,NA,3,20,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,29,0,2.15,2,4.01,0,4.01,1,2,NA,2,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,29,0,1.78,5,3.06,0,3.06,3,8,NA,1,11,NA,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,29,0,0.8,14,4.13,0,4.13,5,15,2,5,5,1,16,8,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,29,-0.3,2.17,11,2.97,-2.04,5.01,3,12,1,1,9,2,10,9,NA,3,NA,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,29,-4.3,4.3,23,7.86,-2.17,10.030000000000001,3,NA,NA,NA,5,NA,12,NA,NA,7,41,26,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,2,Dúvida,4,mei,Patrick,83433,29,2.8,4.59,17,9.04,-0.22,9.26,3,26,2,9,29,NA,32,41,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2019
282,Atlético-MG,3,Suspenso,4,mei,Otero,83004,29,2,3.97,12,8.1,0.16,7.9399999999999995,3,17,14,18,34,2,18,5,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,29,5,4.59,15,12.49,-1.77,14.26,1,20,11,21,25,9,27,8,1,NA,NA,NA,NA,1,5,1,1,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,29,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Guilherme Parede,83438,29,1.9,2.38,19,4.83,-1.73,6.5600000000000005,2,19,8,14,34,15,21,6,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Léo Pereira,83528,29,-1.6,1.71,23,7.38,-1.51,8.89,5,31,3,5,11,2,55,19,NA,5,NA,NA,NA,NA,2,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,29,0,1.9,16,3.7,0,3.7,1,15,4,6,11,1,37,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,29,0,1.87,3,3.19,0,3.19,NA,2,NA,NA,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Danilo Barcelos,84382,29,0,3.24,16,6.47,0,6.47,1,26,5,7,8,1,41,20,1,3,NA,NA,NA,1,2,NA,1,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,29,5.1,3.53,25,7.63,0.07,7.56,7,29,4,7,15,NA,37,17,1,13,NA,NA,NA,NA,3,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,29,0,-0.83,6,0.78,0,0.78,2,9,2,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,29,0,1.27,13,2.95,0,2.95,3,9,NA,1,2,1,11,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,29,0,0.46,13,0.79,0,0.79,4,17,2,4,17,6,17,9,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,29,0,2.15,11,5.35,0,5.35,1,8,2,8,20,2,22,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,29,0,2.14,13,5.34,0,5.34,1,17,2,6,11,1,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,29,0,0.42,4,3.02,0,3.02,1,6,NA,NA,3,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,29,0,4.28,6,6.83,0,6.83,NA,5,2,5,2,NA,9,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,29,0,-0.29,10,3.59,0,3.59,3,5,4,6,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,29,0,-0.5,1,2.23,0,2.23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,29,11.8,3.22,23,7.16,1.97,5.19,1,16,10,7,52,2,45,16,NA,NA,NA,NA,NA,3,2,NA,NA,NA,2019
264,Corinthians,2,Dúvida,5,ata,Clayson,83817,29,2.4,2.56,23,9.79,0.33,9.459999999999999,4,29,8,7,38,3,46,17,NA,NA,NA,NA,NA,2,3,NA,1,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,29,4.5,4.21,20,6.74,0.56,6.18,2,18,3,2,24,1,42,24,NA,4,NA,NA,NA,1,4,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,29,0,-2.8,1,0.78,0,0.78,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,3,Suspenso,1,gol,César,78086,29,-9,1.9,5,3.3,-2.8,6.1,1,NA,NA,NA,1,NA,NA,NA,1,1,7,5,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Vitinho,78435,29,1,3.51,18,8.55,0.24,8.31,1,23,9,15,15,2,32,12,NA,NA,NA,NA,NA,3,3,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,29,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Nico López,84709,29,0.7,2.9,20,13.2,0.03,13.17,5,25,14,20,13,13,42,21,NA,NA,NA,NA,NA,3,1,NA,2,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,29,0,2.48,6,4.18,0,4.18,1,5,3,4,3,1,3,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,29,7.1,4.66,26,16.67,0.11,16.560000000000002,7,58,23,36,42,2,69,13,NA,NA,NA,NA,NA,1,11,1,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,29,0,4.5,18,8.71,0,8.71,2,18,2,2,7,NA,45,30,NA,9,NA,NA,NA,2,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,29,0,6.43,3,4.81,0,4.81,NA,6,NA,NA,5,NA,9,5,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,29,0,3.7,2,3.88,0,3.88,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Bruno Melo,84339,29,7.1,4.46,7,4.58,0.06,4.5200000000000005,NA,8,NA,1,10,1,12,5,1,2,NA,NA,NA,1,2,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luan Peres ,84847,29,0,1.5,5,2.63,0,2.63,2,7,NA,2,2,NA,12,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Euller ,84890,29,0.9,1.28,8,3.28,0.24,3.04,1,6,1,5,4,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,29,0,1.6,6,2.43,0,2.43,NA,7,NA,2,11,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Alberto Valentim,84863,29,0.72,2.99,19,6.6,-0.18,6.779999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Henrique,84893,29,-0.8,2.74,15,3.9,-0.87,4.77,5,20,1,2,26,NA,18,17,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,29,2.2,4.18,27,13.48,0.02,13.46,2,39,6,12,20,1,55,55,NA,NA,NA,NA,NA,5,2,NA,1,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,29,0,1.7,1,4.35,0,4.35,1,2,1,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Marcos Felipe ,85004,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,29,0,2.3,2,4.47,0,4.47,1,2,NA,NA,1,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,29,0,1.72,10,3.88,0,3.88,2,10,NA,5,5,NA,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Gabriel,78605,29,0,3.48,9,6.53,0,6.53,1,14,NA,1,4,NA,15,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Berrío ,85300,29,0,1.17,16,5.06,0,5.06,1,15,1,6,4,NA,16,8,1,NA,NA,NA,NA,2,1,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Eduardo Brock,78654,29,6.5,7.25,2,4.52,0.02,4.5,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Ramiro,78715,29,0,0.88,13,8.58,0,8.58,1,20,1,3,10,NA,17,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,29,0,3.3,6,4.6,0,4.6,NA,8,3,5,5,NA,6,5,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,29,0,1.45,11,3.86,0,3.86,NA,10,3,5,10,NA,14,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,29,3.9,6.62,26,15.25,-0.81,16.06,5,31,8,20,30,NA,56,48,NA,11,NA,NA,NA,1,5,1,2,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,29,0,0.89,11,2.43,0,2.43,2,8,NA,3,14,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,29,7,6.55,28,15.15,1.73,13.42,NA,NA,NA,NA,6,NA,7,1,NA,14,52,26,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,29,0,1.6,5,5.77,0,5.77,1,5,3,1,6,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,29,0,1.47,6,4.46,0,4.46,2,8,NA,1,4,NA,15,9,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,29,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,29,5,3.94,25,8.01,0.84,7.17,1,25,16,22,8,NA,71,37,NA,NA,NA,NA,NA,6,1,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,29,0,2.79,22,5.68,0,5.68,NA,27,7,9,28,1,51,36,NA,NA,NA,NA,NA,NA,1,1,1,NA,2019
263,Botafogo,2,Dúvida,4,mei,Alex Santana,85465,29,0.5,4.43,17,9.58,-0.28,9.86,2,11,6,15,24,NA,19,11,NA,NA,NA,NA,NA,NA,5,NA,1,NA,2019
314,Avaí,6,Nulo,4,mei,Luanderson ,86380,29,0.6,3.9,5,2.54,-1.12,3.66,NA,5,NA,1,10,NA,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,29,0,-2.5,1,1.68,0,1.68,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Tchê Tchê,86686,29,1,1.92,27,5.01,-0.14,5.1499999999999995,5,35,9,13,33,1,55,34,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,29,4.5,2.61,10,5.87,-0.52,6.390000000000001,3,24,1,1,8,1,8,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,João Lucas,86740,29,6.3,2.4,25,10.17,1.05,9.12,1,12,7,5,8,4,55,28,NA,5,NA,NA,NA,NA,1,NA,NA,1,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,29,0,1.2,1,4.73,0,4.73,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,29,0.2,2.04,20,4.33,-0.96,5.29,5,29,3,5,23,NA,27,33,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,29,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,29,0,1.4,1,7.12,0,7.12,1,2,NA,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,29,0,-3.3,2,4.17,0,4.17,1,5,NA,1,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,29,0,2.07,24,3.77,0,3.77,5,40,5,7,15,2,30,37,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,29,0,0.73,3,2.03,0,2.03,NA,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Felipe Ferreira,86749,29,0,1.02,6,2.55,0,2.55,NA,1,3,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,29,10.6,7.4,22,18.25,-0.11,18.36,3,12,13,20,17,1,37,29,NA,NA,NA,NA,NA,4,10,NA,1,NA,2019
