clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,DD,DP,FS,GS,PE,SG,CV,FC,FD,FF,RB,A,G,I,FT,PP,GC,ano
284,Grêmio,5,Contundido,5,ata,Luan,86759,36,0,5.3,20,11.16,0,11.16,NA,NA,NA,35,NA,56,NA,NA,11,10,14,16,6,4,3,1,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,36,5.9,2.18,14,6.51,1.41,5.1,1,NA,NA,22,NA,29,NA,NA,13,3,12,11,NA,1,2,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Clayson,83817,36,2.5,2.64,29,9.87,-0.54,10.41,5,NA,NA,47,NA,52,NA,NA,31,11,11,18,4,3,4,1,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,36,0,2.68,8,5.25,0,5.25,1,NA,NA,8,NA,8,NA,NA,7,4,7,2,1,1,2,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,36,0,0.18,5,1.54,0.01,1.53,1,NA,NA,1,NA,3,NA,NA,4,NA,1,3,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Natanael,86264,36,0,1.47,6,4.46,0,4.46,2,NA,NA,4,NA,15,2,NA,8,NA,1,9,NA,NA,NA,NA,NA,1,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,36,0,0.89,11,2.43,0,2.43,2,NA,NA,14,NA,12,NA,NA,8,NA,3,8,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,36,3.5,1.46,8,2.34,0.45,1.89,NA,NA,NA,5,NA,1,NA,NA,2,1,1,4,NA,NA,1,1,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,36,0,0.75,8,2.17,0,2.17,1,NA,NA,10,NA,12,NA,NA,3,1,3,3,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,36,0,-1.5,4,3.86,0,3.86,2,NA,NA,3,NA,3,NA,1,9,NA,3,3,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Tchê Tchê,86686,36,0,2.16,33,5.12,0,5.12,6,NA,NA,42,NA,65,NA,NA,42,12,15,46,NA,1,1,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,36,0,-2.8,1,0.78,0,0.78,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Richard,86711,36,-2.6,1.68,25,3.75,-0.71,4.46,7,NA,NA,29,NA,37,NA,NA,36,4,5,38,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Felipe Ferreira,86749,36,0,0.89,9,2.49,0,2.49,NA,NA,NA,5,NA,4,NA,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luanderson ,86380,36,0,2.57,11,2.6,0,2.6,2,NA,NA,21,NA,19,NA,NA,15,1,1,22,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,36,5.8,7.05,29,17.88,0.85,17.029999999999998,3,NA,NA,32,NA,51,NA,NA,18,19,32,35,5,11,2,2,NA,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,36,3.7,2.42,31,9.82,0.64,9.18,2,NA,NA,10,NA,61,6,NA,16,8,9,35,NA,1,4,NA,NA,1,2019
282,Atlético-MG,7,Provável,4,mei,José Welison,86859,36,1.1,1.56,16,4.08,0.25,3.83,3,NA,NA,11,NA,28,NA,NA,19,2,6,24,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,4,mei,João Paulo,86770,36,6.3,2.95,27,6.74,1.06,5.68,6,NA,NA,44,NA,69,NA,1,44,8,12,39,NA,5,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,36,0,-1.25,2,2.26,0,2.26,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,36,0,2.88,11,4.12,0,4.12,3,NA,NA,3,NA,22,4,NA,13,2,NA,13,NA,1,1,NA,NA,NA,2019
341,CSA,7,Provável,1,gol,Jordi,86776,36,4.7,6.41,27,11.53,-1.91,13.44,5,67,2,4,36,17,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Gustavo,86932,36,1.5,2.44,22,4.39,-2.03,6.42,2,NA,NA,19,NA,8,NA,NA,30,10,18,6,2,3,8,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,36,0,-1.8,1,1.81,0,1.81,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,36,-2.3,1.23,15,5.21,-0.16,5.37,2,NA,NA,18,NA,15,NA,1,21,7,8,5,1,1,6,2,NA,1,2019
282,Atlético-MG,5,Contundido,4,mei,Nathan,87009,36,0,2.98,19,5.95,0,5.95,2,NA,NA,8,NA,24,NA,NA,24,5,6,20,NA,4,NA,1,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Zeca,87192,36,0,3.67,20,7.31,0,7.31,4,NA,NA,6,NA,40,7,NA,13,1,3,39,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,36,0,2.7,9,5.41,0,5.41,2,NA,NA,1,NA,18,4,NA,9,4,3,7,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Gabriel,87393,36,0,3.2,33,9.27,0,9.27,6,NA,NA,27,NA,55,10,NA,22,3,7,40,1,1,1,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,36,0,4.07,30,7.19,0,7.19,10,NA,NA,44,NA,65,NA,1,24,18,24,19,3,9,17,3,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Pedro Henrique,87225,36,0,4.46,14,8.69,0,8.69,NA,NA,NA,13,NA,18,7,NA,2,2,3,15,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Kannemann,87342,36,9.7,4.81,16,13.46,1.2,12.260000000000002,8,NA,NA,17,NA,24,7,NA,29,NA,2,41,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,2,Dúvida,2,lat,Caíque Sá,87437,36,-2,-1.83,2,2.1,-0.93,3.0300000000000002,2,NA,NA,1,NA,5,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Sornoza,87877,36,0,1.76,19,4.81,0,4.81,4,NA,NA,18,NA,23,NA,NA,21,9,13,14,1,NA,1,1,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Yago Felipe,87747,36,0,3.22,27,5.19,-0.17,5.36,5,NA,NA,48,NA,38,NA,NA,33,4,5,45,2,1,2,2,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,36,0,1.6,2,2.2,0,2.2,NA,NA,NA,4,NA,1,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,36,0.5,3.33,26,6.29,-0.43,6.72,1,NA,NA,29,NA,44,NA,NA,18,5,16,23,1,4,NA,2,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,36,14.6,10.26,20,19.01,1.24,17.770000000000003,1,NA,NA,40,NA,78,NA,NA,22,6,17,31,11,12,NA,1,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,36,0,1.58,4,4.35,0,4.35,NA,NA,NA,4,NA,2,NA,NA,5,3,6,1,NA,NA,5,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Thaciano,87470,36,0,2.73,22,4.83,0,4.83,4,NA,NA,15,NA,18,NA,NA,21,9,7,27,1,2,3,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,36,8.3,2.64,28,10.4,1.22,9.18,1,NA,NA,18,NA,30,NA,1,23,10,20,7,1,6,4,1,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Gustavo Scarpa,87999,36,8,3.93,24,6.89,1,5.89,1,NA,NA,19,NA,54,NA,NA,16,20,20,16,4,4,2,NA,1,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,36,6.2,2.39,34,7.37,1.19,6.18,8,NA,NA,37,NA,40,NA,NA,53,5,5,65,NA,1,3,1,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Ariel Cabral,80363,36,-0.6,1.29,15,2.63,-0.2,2.83,2,NA,NA,8,NA,23,NA,NA,13,1,5,15,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Luan,80692,36,-0.6,2.88,14,8.53,0.02,8.51,1,NA,NA,11,NA,20,3,NA,16,3,3,20,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Lucas Lima,80583,36,0.4,1.44,19,4.38,0.07,4.31,3,NA,NA,17,NA,28,NA,1,22,5,3,12,3,1,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Renatinho,80395,36,0,0.91,8,2.11,0,2.11,1,NA,NA,7,NA,9,NA,NA,4,4,4,2,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Jorge,88065,36,0,6.67,28,15.56,0,15.56,4,NA,NA,46,NA,60,14,NA,30,13,14,54,4,1,2,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Yuri,88125,36,-1.6,1.18,16,1.9,-0.44,2.34,3,NA,NA,16,NA,10,NA,NA,27,2,3,19,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,36,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,2,lat,Daniel Guedes ,88225,36,0,2.31,14,5.6,0,5.6,2,NA,NA,7,NA,35,4,NA,23,1,2,22,NA,NA,2,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,36,0,2.31,10,4,0,4,1,NA,NA,10,NA,13,3,1,15,NA,NA,9,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Gabriel Dias,88368,36,0.5,1.91,27,4.23,-0.34,4.57,8,NA,NA,37,NA,22,NA,1,33,4,4,36,NA,2,1,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,36,0,-0.26,8,1.04,0,1.04,NA,NA,NA,6,NA,3,NA,NA,9,NA,1,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,36,-0.5,0.63,19,2.85,-0.56,3.41,4,NA,NA,12,NA,9,NA,NA,15,1,1,15,NA,NA,1,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,Pedro Geromel,80853,36,6.7,5.46,20,13.54,1.14,12.399999999999999,4,NA,NA,13,NA,34,7,NA,16,1,5,43,NA,3,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,36,0,1.67,16,6.12,0,6.12,1,NA,NA,10,NA,19,NA,NA,9,NA,6,7,NA,2,1,1,NA,NA,2019
354,Ceará,7,Provável,5,ata,Leandro Carvalho,88669,36,1.5,2.92,25,9.87,0.21,9.659999999999998,5,NA,NA,31,NA,47,NA,NA,15,14,16,18,2,3,3,NA,NA,NA,2019
314,Avaí,3,Suspenso,2,lat,Léo,69177,36,0.2,2.1,17,4.84,0.22,4.62,6,NA,NA,22,NA,27,4,2,36,NA,9,24,2,NA,1,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,36,0,0.73,3,3,0,3,2,NA,NA,4,NA,1,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Nikão,69705,36,0,4.52,22,15.84,0,15.84,3,NA,NA,20,NA,33,NA,NA,23,21,25,14,2,5,5,1,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,36,-1.6,1.36,18,5.66,-0.34,6,2,NA,NA,14,NA,17,NA,NA,27,7,8,7,NA,3,11,NA,1,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,36,0,0.2,2,5.34,0,5.34,NA,NA,NA,NA,NA,3,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Boselli,69161,36,-0.3,3.42,19,4.3,-1.24,5.54,3,NA,NA,15,NA,22,NA,NA,10,8,7,2,2,6,2,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,36,0,1.9,14,4.41,0,4.41,3,NA,NA,11,NA,18,NA,NA,23,2,4,15,NA,2,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,36,0.8,2.73,12,4.28,-0.63,4.91,4,NA,NA,6,NA,11,NA,NA,10,3,13,16,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,36,0,1.03,6,3.74,0,3.74,NA,8,NA,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,36,0,0.47,4,2.8,0,2.8,NA,NA,NA,3,NA,3,NA,NA,5,NA,1,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,36,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,36,0,2.05,2,2.9,0,2.9,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,2,lat,Victor Ferraz,70046,36,5.7,4.71,24,10.9,0.36,10.540000000000001,3,NA,NA,16,NA,60,13,NA,13,6,5,37,1,NA,2,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,36,9.7,1.75,8,5.05,1.99,3.0599999999999996,1,NA,NA,5,NA,9,NA,NA,10,1,NA,8,NA,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,36,0,3.53,3,4.68,0,4.68,1,NA,NA,8,NA,5,1,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,36,-0.1,5.42,35,17.18,0.5,16.68,2,NA,NA,29,NA,56,NA,NA,21,20,22,30,3,13,10,2,NA,NA,2019
263,Botafogo,2,Dúvida,2,lat,Fernando,99550,36,5,3.13,22,5.18,-0.54,5.72,7,NA,NA,17,NA,47,8,NA,37,4,2,35,1,NA,NA,1,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marcos Júnior,93893,36,0,1.17,23,2.9,0,2.9,5,NA,NA,30,NA,52,NA,NA,38,4,6,24,NA,1,NA,1,NA,NA,2019
267,Vasco,7,Provável,5,ata,Ribamar,94068,36,-1.3,1.72,17,2.47,-0.51,2.9800000000000004,NA,NA,NA,21,NA,14,NA,NA,28,6,14,3,NA,2,10,1,NA,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Lima,94288,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Diego Pituca,94156,36,1.5,1.66,33,3.75,-0.93,4.68,7,NA,NA,33,NA,72,NA,NA,60,11,15,34,1,2,NA,2,NA,NA,2019
354,Ceará,3,Suspenso,4,mei,William Oliveira,94297,36,-1.3,1.24,13,2.13,-0.46,2.59,6,NA,NA,16,NA,9,NA,NA,17,2,5,17,NA,NA,1,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Felipe Vizeu,94138,36,0,0.55,11,2.04,-0.02,2.06,NA,NA,NA,3,NA,7,NA,NA,9,NA,4,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Jarro Pedroso,94542,36,0,-0.38,4,1.21,0,1.21,1,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,36,0,3.9,16,8.54,0,8.54,7,NA,NA,36,NA,37,7,NA,27,2,2,27,1,NA,3,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Marco Antônio,94975,36,0,3.8,6,4.45,0,4.45,NA,NA,NA,12,NA,9,NA,NA,3,2,2,3,1,1,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,36,0,2.1,12,6.34,0,6.34,NA,NA,NA,10,NA,12,NA,NA,12,4,10,6,NA,1,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Zeca,94976,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jonatan Gomez,94857,36,0,4.45,25,6.09,0,6.09,6,NA,NA,69,NA,61,NA,1,35,16,18,26,3,5,2,1,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Geovane Itinga,94980,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Jefferson,95220,36,1.5,3.73,31,11.04,0.09,10.95,5,NA,NA,30,NA,65,9,NA,26,3,8,47,2,1,1,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Thalles,95222,36,1.8,2.44,9,2.28,0.11,2.17,1,NA,NA,10,NA,10,NA,NA,14,1,9,3,1,1,NA,1,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Matheus Lucas,95246,36,0,0.8,4,1.03,0,1.03,NA,NA,NA,6,NA,2,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Matheus Jesus,95335,36,0,2.4,5,4.5,0,4.5,NA,NA,NA,7,NA,5,NA,NA,3,NA,NA,8,NA,NA,1,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Gregore,95464,36,1.6,2.43,32,9.85,-0.31,10.16,6,NA,NA,26,NA,85,NA,1,107,3,11,86,4,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Orejuela,95352,36,-1.8,3.32,21,5.33,-0.18,5.51,2,NA,NA,20,NA,46,6,1,40,4,5,32,NA,2,1,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Igor Vinícius,95466,36,0,3.98,17,7.99,0,7.99,3,NA,NA,9,NA,28,7,2,28,3,4,33,2,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Aguilar,95494,36,0,3.42,16,6.33,0,6.33,3,NA,NA,9,NA,15,7,NA,21,NA,2,23,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,2,lat,Orinho,95542,36,0,3.88,5,2.7,0,2.7,NA,NA,NA,3,NA,3,2,NA,6,1,2,6,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Kunde,95476,36,1.4,0.83,11,1.06,0.1,0.9600000000000001,2,NA,NA,8,NA,19,2,1,12,NA,1,10,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,36,5.7,1.59,8,3.8,1.02,2.78,1,NA,NA,3,NA,16,NA,NA,3,NA,NA,13,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Marcelo Benevenuto,95638,36,1.1,2.51,15,4.58,-0.75,5.33,3,NA,NA,15,NA,26,4,NA,8,1,1,8,1,2,NA,1,NA,2,2019
263,Botafogo,6,Nulo,4,mei,Gustavo Bochecha,95798,36,0,1.45,21,5.33,0,5.33,2,NA,NA,15,NA,65,NA,NA,8,5,8,24,1,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,6,tec,Zé Ricardo,95780,36,4.21,2.86,16,7.21,0.23,6.9799999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Artur,95799,36,8.1,3.1,30,10.75,0.76,9.99,7,NA,NA,50,NA,91,NA,NA,22,13,22,18,3,6,5,1,1,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,36,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Lima,96340,36,2.8,3.95,14,5.88,0.35,5.53,2,NA,NA,23,NA,24,NA,NA,13,12,10,18,1,1,2,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Piris da Motta,95802,36,-0.5,0.39,24,2.76,0.16,2.5999999999999996,4,NA,NA,18,NA,17,NA,NA,20,1,4,13,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,36,0.7,1.41,35,3.43,0.28,3.1500000000000004,5,NA,NA,12,NA,50,7,NA,18,1,2,21,NA,1,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Evando Camillato,96454,36,0.44,1.64,12,6.22,-0.12,6.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Daniel,96468,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Dudu,97133,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Yony González,97080,36,1.3,5.2,32,13.05,0.04,13.010000000000002,2,NA,NA,58,NA,38,NA,NA,42,27,43,29,2,6,7,3,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Arthur Gomes,96966,36,0,2.15,27,4.57,-0.04,4.61,2,NA,NA,45,NA,30,NA,NA,26,3,10,16,NA,3,2,1,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Pachu,97352,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Janderson,97245,36,7,2.45,17,3.04,0.79,2.25,NA,NA,NA,24,NA,21,NA,NA,16,4,8,9,1,2,3,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Allan,96652,36,-1.2,0.92,28,1.75,-0.12,1.87,11,NA,NA,44,NA,82,NA,1,58,13,16,34,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mantuan,97315,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Marcos Calazans,97452,36,0,0.13,4,1.94,0,1.94,1,NA,NA,3,NA,4,NA,NA,7,1,NA,3,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Rogério Ceni,97341,36,3.37,3.43,34,8.76,0.26,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Shaylon,97520,36,0,0.23,7,2.59,0,2.59,NA,NA,NA,2,NA,8,NA,NA,4,1,1,2,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Lepu,97522,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Frazan,97528,36,0,1.88,11,1.78,0,1.78,2,NA,NA,2,NA,8,5,2,11,1,NA,5,NA,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Dawhan,97780,36,0,1.02,30,5.52,0.14,5.38,7,NA,NA,12,NA,34,NA,NA,33,2,10,37,NA,NA,1,NA,NA,NA,2019
