clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,DD,DP,GS,PE,SG,CA,FC,FS,RB,FD,FF,A,G,I,CV,FT,PP,GC,ano
267,Vasco,6,Nulo,2,lat,Riquelme,105566,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Lucas Bergantin,105589,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Gabriel Fornari,105636,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Lucas Piton,105584,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Roni,105585,10,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Miguel,105612,10,0.2,0.2,1,2.33,-0.67,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Geovane,105635,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Morato,105613,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Talles,105786,10,-0.3,-0.95,2,0.76,-0.02,0.78,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Mauricio,105647,10,0.9,0.9,1,0.99,-0.01,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Leandro Castan,38505,10,0,0,0,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luan,105807,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,10,-0.5,-0.5,1,0.76,-0.24,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Iván Angulo,105841,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Welligton Rocha,105846,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Pablo Marí,105897,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Adriano,105906,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Daniel Marcos,105868,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Erik,105838,10,1.7,1.7,1,1.54,0.54,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Gabriel,105902,10,0,0,1,0.76,-0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Alisson Tadei,105907,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vinicius Mingotti,105909,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Allanzinho,105900,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,João Celeri,105866,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,3,zag,Marquinhos Silva,38515,10,0,2.5,4,6.52,0,6.52,NA,NA,NA,14,NA,1,2,4,8,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Jonathan Monteiro,105910,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Edílson,38523,10,0,2.97,3,6.2,0,6.2,NA,NA,NA,8,1,1,6,4,7,NA,1,NA,NA,NA,1,1,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marco Antônio,105912,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Weliton,105913,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,4,mei,Nilton,38573,10,-3.1,-0.65,6,2.24,-0.67,2.91,NA,NA,NA,9,NA,3,7,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Douglas,38738,10,1.5,0.15,4,5.56,0.36,5.199999999999999,NA,NA,NA,9,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Felipe Melo,38545,10,0,0,3,6.49,0,6.49,NA,NA,NA,6,NA,2,5,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Matheus Ferraz,38632,10,0,3.56,7,6.23,0,6.23,NA,NA,NA,6,NA,1,7,2,11,4,3,NA,1,1,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Hernanes,38648,10,8.4,4.23,9,14.79,1.14,13.649999999999999,NA,NA,NA,8,NA,1,4,12,6,6,6,2,1,1,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,10,-0.5,4.32,6,5.43,-2.35,7.779999999999999,9,NA,6,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Willian,42116,10,0,0,1,7.6,-2.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,4,mei,Diego,38909,10,5.6,1.45,8,5.93,0.62,5.31,NA,NA,NA,20,NA,4,9,12,7,5,7,NA,NA,NA,NA,2,1,NA,2019
264,Corinthians,7,Provável,5,ata,Vagner Love,38959,10,9.8,2.02,8,5.77,2.05,3.7199999999999998,NA,NA,NA,12,NA,2,10,13,2,2,3,NA,2,3,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Aldo,105903,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,10,3.8,4.11,10,11.55,0.06,11.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Egídio,42145,10,6.7,5.44,5,9.58,0.03,9.55,NA,NA,NA,25,1,NA,3,5,14,2,1,1,NA,1,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,10,2.05,3.13,6,7.42,-0.4,7.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Renato,39572,10,0,2.55,4,5.74,0,5.74,NA,NA,NA,2,NA,NA,NA,9,1,2,3,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,10,-3.2,2.6,9,13.22,-1.11,14.33,NA,NA,NA,8,NA,NA,8,8,2,5,6,1,1,NA,NA,1,1,NA,2019
356,Fortaleza,5,Contundido,5,ata,Osvaldo,42222,10,-0.5,2.01,8,4.92,0.13,4.79,NA,NA,NA,11,NA,1,6,2,4,3,1,2,1,NA,1,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,10,8,5.73,7,8.97,0.26,8.71,9,NA,4,3,5,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,André Moritz,42208,10,0,1.13,3,3.64,0,3.64,NA,NA,NA,9,NA,NA,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Cuca,42411,10,4.39,3.27,10,9.71,0.44,9.270000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Amaral,42232,10,0,0,1,3.47,0,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,10,0,3.5,3,5.46,0,5.46,NA,NA,NA,6,2,1,3,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Maurício Ramos,42477,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,6,tec,Luiz Felipe Scolari,43618,10,4.31,5.37,5,12.43,-0.18,12.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,10,0,-1,1,4.63,0,4.63,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Júlio César,49673,10,0,5,1,6.05,0,6.05,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,3,zag,Ernando,49651,10,0,4.64,8,10.78,0,10.78,NA,NA,NA,3,4,NA,2,4,4,NA,NA,NA,1,NA,NA,1,NA,NA,2019
293,Athlético-PR,3,Suspenso,2,lat,Márcio Azevedo,42491,10,4.7,2.7,8,5.59,1.43,4.16,NA,NA,NA,18,3,3,13,11,6,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,10,5.6,9.18,6,13.81,-1.48,15.290000000000001,NA,NA,NA,23,5,2,2,12,16,1,1,2,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Ramires,50293,10,0,0,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,10,0,-1.9,2,3.31,0,3.31,NA,NA,NA,6,NA,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Alexandre Pato,49675,10,1.2,4.1,9,8,-1.1,9.1,NA,NA,NA,17,NA,NA,7,12,4,4,9,NA,3,5,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Santos,69012,10,7.9,2.61,9,7.04,1.79,5.25,11,NA,10,10,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Everton,50301,10,0,1.45,6,7.38,0,7.38,NA,NA,NA,10,NA,NA,14,8,3,2,1,NA,1,2,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Madson,42467,10,0,1.8,6,6.21,0,6.21,NA,NA,NA,14,NA,NA,2,11,3,1,6,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Marquinho,50407,10,1.4,1.4,1,4.86,-1.14,6,NA,NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Hudson,50324,10,1.2,3.43,10,11.16,-0.24,11.4,NA,NA,NA,14,NA,2,19,8,20,4,1,1,1,1,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Elicarlos,50313,10,0,1.52,6,5.19,0,5.19,NA,NA,NA,11,NA,1,9,4,7,2,5,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Kayke,50402,10,8.1,6.23,9,8.85,-0.17,9.02,NA,NA,NA,13,NA,1,10,5,2,4,9,2,5,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,10,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,3,zag,David Braz,50317,10,3.1,3.1,1,6.74,-0.26,7,NA,NA,NA,2,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Henrique,50856,10,0,3.46,5,6.9,0,6.9,NA,NA,NA,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Léo,50459,10,6,2.9,9,8.28,1.67,6.609999999999999,NA,NA,NA,8,3,1,12,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Eduardo,50645,10,4.7,3.65,4,8.7,-0.49,9.19,NA,NA,NA,8,1,1,3,3,6,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Roger Carvalho,51415,10,3.8,1.07,7,4.51,0.64,3.8699999999999997,NA,NA,NA,16,1,NA,1,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Pedro Ken,50877,10,0,1.64,5,3.17,0,3.17,NA,NA,NA,1,NA,1,5,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Tiago Alves,51495,10,7.7,3.18,5,6.87,0.87,6,NA,NA,NA,8,1,NA,3,1,4,NA,1,NA,1,1,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,4,mei,Everton Ribeiro,51772,10,1.7,3.85,9,12.26,-1.6,13.86,NA,NA,NA,35,NA,1,7,16,14,4,3,3,NA,1,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Apodi,51042,10,-1.3,0.35,9,3.49,-0.06,3.5500000000000003,NA,NA,NA,25,2,2,18,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Rafael Pereira,51194,10,0,4.4,2,5.26,0,5.26,NA,NA,NA,4,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,5,Contundido,4,mei,Ralf,52190,10,7.4,4.41,9,11.51,0.46,11.049999999999999,NA,NA,NA,16,NA,1,9,17,25,1,1,NA,NA,NA,NA,1,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,10,0,4.53,7,12.55,0,12.55,NA,NA,NA,11,1,NA,1,2,15,2,2,NA,NA,NA,NA,1,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Thiago Carleto,51700,10,0,2.6,4,7.44,0,7.44,NA,NA,NA,16,2,NA,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,10,0,10.6,2,7.05,0,7.05,6,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,10,0,0.6,5,2.8,0,2.8,NA,NA,NA,5,1,3,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Victor,52950,10,0,3.32,9,6.56,0,6.56,17,NA,11,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,10,0,1.8,5,7.32,0,7.32,NA,NA,NA,5,NA,NA,3,6,1,NA,NA,NA,1,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Gilson,52674,10,7.4,2.43,7,6.05,1.58,4.47,NA,NA,NA,11,3,2,8,7,6,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Dedé,60819,10,10.2,5.9,10,16.89,2.17,14.72,NA,NA,NA,23,3,2,8,11,19,4,5,NA,2,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Elias,54395,10,0,2.52,8,9.75,0,9.75,NA,NA,NA,23,NA,NA,9,7,12,2,2,NA,1,NA,1,1,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,10,0,1.5,1,4.08,0,4.08,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Wellington,62129,10,0,-1.56,8,0.75,0,0.75,NA,NA,NA,20,NA,3,15,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Lucca,61149,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Patric,60969,10,0,0.86,5,3.03,0,3.03,NA,NA,NA,16,1,2,10,NA,3,1,3,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Carlos Cesar,61211,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,10,0,2.48,5,5.52,0,5.52,NA,NA,NA,9,NA,2,3,7,4,1,3,NA,1,1,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,10,1.3,5.9,7,14.28,-3.21,17.49,NA,NA,NA,8,NA,NA,4,2,5,4,8,2,2,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,10,0,-1.75,4,1.57,0,1.57,NA,NA,NA,5,NA,2,5,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandão,62033,10,0,3.43,9,6.86,-1.61,8.47,NA,NA,NA,6,NA,NA,3,8,2,5,9,NA,2,4,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,D'Alessandro,62023,10,0,2.08,6,8.08,0,8.08,NA,NA,NA,25,NA,NA,NA,5,1,4,4,1,1,2,NA,NA,1,NA,2019
285,Internacional,6,Nulo,2,lat,Uendel,60852,10,0,3.98,4,2.83,0,2.83,NA,NA,NA,9,1,NA,9,2,10,1,3,NA,NA,3,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,10,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Jean,62047,10,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Camilo,62009,10,1.4,3.78,5,6.39,-0.97,7.359999999999999,NA,NA,NA,15,NA,1,3,6,4,3,6,2,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,10,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Pará,62086,10,0,2.43,6,5.42,0,5.42,NA,NA,NA,8,2,3,6,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,Vanderlei,62121,10,0,7.97,6,22.89,0,22.89,15,NA,6,4,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Robinho,62104,10,0,1.77,7,6.26,0,6.26,NA,NA,NA,42,NA,3,14,8,10,1,6,1,1,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Enderson Moreira,62137,10,3.61,3.74,10,10.82,0.22,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,4,mei,Ganso,62977,10,0.6,2.42,6,7.94,-0.84,8.780000000000001,NA,NA,NA,17,NA,3,6,7,5,4,6,NA,1,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Walter,62128,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Werley,62974,10,0,-1.08,5,0.75,0,0.75,NA,NA,NA,5,NA,NA,4,1,NA,3,NA,NA,NA,2,NA,NA,NA,1,2019
282,Atlético-MG,6,Nulo,5,ata,Maicon,62968,10,1.7,2.6,4,6.27,0.11,6.159999999999999,NA,NA,NA,3,NA,1,2,2,2,NA,1,2,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,2,Dúvida,2,lat,Alan Ruschel,63110,10,3.7,1.52,5,5.63,0.06,5.57,NA,NA,NA,7,1,2,14,13,4,2,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Marcos Rocha,63013,10,1.3,9.5,5,16.92,-2.07,18.990000000000002,NA,NA,NA,12,3,NA,8,6,15,NA,2,1,1,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Didira,63178,10,0,2.39,9,6.04,0,6.04,NA,NA,NA,16,NA,1,9,12,16,1,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,10,0,-0.67,6,2.22,0,2.22,7,NA,12,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Rodrigo Moledo,63354,10,0,4.68,5,7.09,0,7.09,NA,NA,NA,2,1,NA,1,1,6,1,1,NA,1,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Willian Farias,63058,10,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Moisés,63158,10,0.8,0.82,5,5.61,0.04,5.57,NA,NA,NA,4,NA,1,5,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Edenílson,63289,10,0,3.35,8,8.79,0,8.79,NA,NA,NA,23,NA,1,7,9,7,2,1,1,2,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Luan,63219,10,0,4.07,8,8.8,0,8.8,NA,NA,NA,31,NA,2,15,17,21,3,6,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Carlinhos,63194,10,12.1,4.22,9,7.95,1.13,6.82,NA,NA,NA,18,1,2,11,7,22,2,5,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,10,0,-0.2,8,2.06,-0.19,2.25,NA,NA,NA,6,1,4,13,1,4,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,10,0,1.4,8,4.48,0,4.48,NA,NA,NA,9,NA,1,10,9,4,5,8,NA,NA,4,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Dodô,68727,10,0,2.2,5,5.13,0,5.13,NA,NA,NA,15,2,1,11,1,5,1,1,NA,NA,NA,NA,1,NA,NA,2019
293,Athlético-PR,3,Suspenso,4,mei,Camacho,68770,10,0,1.2,1,4.3,0,4.3,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Nino Paraíba,68808,10,0,4.4,8,12.31,0,12.31,NA,NA,NA,22,3,3,9,12,13,3,4,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,10,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,10,9,5.44,7,11.87,1.79,10.079999999999998,NA,NA,NA,10,5,1,4,1,12,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Henrique Almeida,68773,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Rafael Galhardo,68821,10,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
