clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,DD,DP,GS,PE,SG,CA,FC,FS,RB,FD,FF,A,G,I,CV,FT,PP,GC,ano
284,Grêmio,6,Nulo,5,ata,André,68690,10,0,2.22,9,8.46,0,8.46,NA,NA,NA,10,NA,1,9,10,4,4,4,1,1,3,NA,1,1,NA,2019
284,Grêmio,6,Nulo,3,zag,Paulo Miranda,68817,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,3,zag,Digão,68886,10,2,2,1,5.75,-1.25,7,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rithely,68834,10,4.2,3.5,2,5.37,0.14,5.23,NA,NA,NA,NA,NA,NA,2,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Wellington Silva,68895,10,1,0.6,2,4.66,0.11,4.55,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Gum,68887,10,1.8,2.29,10,6.85,-0.19,7.04,NA,NA,NA,18,1,NA,3,7,5,2,5,NA,1,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,1,gol,Marcelo Lomba,68872,10,4.5,4.7,10,11.06,1.11,9.950000000000001,16,NA,9,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,1,gol,Paulo Victor,68873,10,4,4.36,9,6.48,-0.15,6.630000000000001,12,NA,7,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,10,1.1,1.68,9,4.86,0.28,4.58,NA,NA,NA,20,NA,1,12,12,1,3,5,1,1,4,NA,1,NA,NA,2019
266,Fluminense,2,Dúvida,4,mei,Bruno Silva,68698,10,0,5.33,3,9.58,0,9.58,NA,NA,NA,6,NA,NA,4,7,9,1,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,1,gol,Rafael,68928,10,0,-1.5,1,4.02,0,4.02,2,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,10,6.6,6.6,1,11.37,0.37,11,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,2,Dúvida,5,ata,Rodrigo Pimpão,68901,10,4.6,0.8,8,2.33,1.29,1.04,NA,NA,NA,17,NA,3,12,1,5,3,3,2,NA,1,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Giovanni Augusto,68938,10,2.5,2.12,8,4.3,-0.37,4.67,NA,NA,NA,28,NA,NA,10,10,11,4,5,1,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,10,0.3,1.4,7,3.96,-0.1,4.06,NA,NA,NA,1,NA,NA,5,11,NA,3,5,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,10,0.7,0.42,4,4.32,-0.56,4.880000000000001,NA,NA,NA,1,NA,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Dudu,68920,10,9.9,6.84,5,19.02,1.63,17.39,NA,NA,NA,15,NA,NA,4,22,2,2,11,NA,2,1,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Marinho,68952,10,-0.4,2.6,6,5.67,-0.53,6.2,NA,NA,NA,12,NA,1,8,8,6,5,4,NA,NA,NA,NA,1,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marquinhos Gabriel,68954,10,0,0.57,6,3.43,0,3.43,NA,NA,NA,7,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,3,zag,Ronaldo Alves,68950,10,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,10,0,1.64,5,4.29,0,4.29,8,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,10,-1,3.25,10,4.91,-0.54,5.45,16,NA,13,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,2,lat,Ernandes,68956,10,0,1.9,2,2.32,0,2.32,NA,NA,NA,3,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,10,0,5.34,8,13.35,0,13.35,NA,NA,NA,11,3,3,8,7,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Muriel,69041,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,10,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Pablo,69138,10,10.2,10.2,1,15.1,-1.9,17,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,10,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,10,1.4,3.71,10,7.28,-0.36,7.640000000000001,NA,NA,NA,13,NA,NA,7,10,5,5,5,NA,3,4,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,10,-0.9,0.68,4,3.66,-0.4,4.0600000000000005,NA,NA,NA,7,NA,NA,5,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Romulo,70009,10,0.6,2.6,4,4.96,-0.07,5.03,NA,NA,NA,8,NA,1,7,1,6,NA,1,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Nikão,69705,10,1.4,3.66,8,16.37,-0.11,16.48,NA,NA,NA,10,NA,2,6,8,5,7,8,1,1,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,10,-3.2,4.9,7,15.3,-2.09,17.39,NA,NA,NA,6,NA,1,11,2,5,3,5,2,3,5,NA,NA,1,NA,2019
264,Corinthians,6,Nulo,5,ata,Boselli,69161,10,5,1.3,4,3.57,0.51,3.0599999999999996,NA,NA,NA,5,NA,1,NA,3,1,1,NA,1,NA,1,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,10,0,3.25,4,4.34,0,4.34,NA,NA,NA,5,NA,1,3,1,9,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,10,0,1.2,1,3.28,0,3.28,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Léo,69177,10,2,2,1,3.75,-0.25,4,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Victor Ferraz,70046,10,6,4.39,10,10.32,0.47,9.85,NA,NA,NA,35,6,2,5,8,15,3,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Eduardo Sasha,70360,10,0,6.76,9,16.48,-1.54,18.02,NA,NA,NA,18,NA,1,8,8,12,2,6,NA,5,NA,NA,1,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Marllon,70666,10,0,5.05,2,5.51,0,5.51,NA,NA,NA,4,1,1,1,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,10,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,10,5.2,5.13,10,12.31,0.13,12.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Jackson,70934,10,0,-0.1,1,4.48,0,4.48,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,10,7.28,4.51,9,11.62,1.25,10.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Bruno Henrique,70944,10,0,3.35,4,12.52,0,12.52,NA,NA,NA,8,NA,NA,8,3,5,1,2,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Diogo Barbosa,70916,10,7.2,9.46,5,14.93,-0.64,15.57,NA,NA,NA,3,3,NA,5,6,21,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Léo Cittadini,70986,10,0,3.16,5,5.82,0,5.82,NA,NA,NA,6,NA,NA,9,8,7,3,5,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,10,0.2,1.87,4,3.59,-0.41,4,NA,NA,NA,3,NA,NA,7,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,10,9.75,9.75,1,13.97,1.45,12.520000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Marco Ruben,73741,10,2.4,4.87,6,15.08,0.11,14.97,NA,NA,NA,7,NA,NA,9,4,4,7,3,1,1,4,NA,2,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Felipe Baxola,71113,10,-0.3,0.5,3,4.24,-0.34,4.58,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Kelvin,71549,10,0,0.2,1,3.72,0,3.72,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Sassá,79578,10,0.4,2.38,6,6.11,-1.26,7.37,NA,NA,NA,2,NA,NA,4,6,NA,4,2,NA,1,1,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Fábio Sanches,71604,10,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,10,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,10,8.8,2.04,5,4.67,1.35,3.32,NA,NA,NA,9,NA,1,5,3,1,2,5,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Weverton,71631,10,10.5,7.78,5,16.64,1.16,15.48,9,NA,2,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Geovane,71667,10,-1.3,1.46,9,3.64,-0.66,4.3,NA,NA,NA,24,NA,2,18,5,16,1,7,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,10,-3,1.07,3,5.59,-1.45,7.04,2,NA,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,10,-0.5,2.3,5,5.36,-0.39,5.75,NA,NA,NA,6,NA,NA,7,2,2,2,3,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,10,0,-1.5,1,3.12,0,3.12,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,10,0,-6,1,0.69,0,0.69,1,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Gustavo Gómez,71684,10,0,6.5,2,15.32,0,15.32,NA,NA,NA,4,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Manga Escobar,71704,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Elton,71719,10,3.1,1.71,9,5.22,0.11,5.109999999999999,NA,NA,NA,15,NA,1,19,NA,18,1,4,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Cuéllar,71709,10,1,6.18,5,12.34,-1.43,13.77,NA,NA,NA,7,NA,NA,7,3,22,1,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Agenor,71724,10,7.5,2.44,5,3.72,1.02,2.7,7,NA,5,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,10,1.8,6.93,7,10,0.21,9.79,NA,NA,NA,23,NA,NA,5,9,6,7,5,1,3,NA,NA,1,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,10,3.7,4.64,10,9.72,-0.72,10.440000000000001,13,NA,6,7,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,10,4.9,3.04,8,6.28,0.24,6.04,NA,NA,NA,21,NA,1,11,5,12,3,5,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Cassiano,72033,10,-1.7,0.6,9,2.82,-0.3,3.1199999999999997,NA,NA,NA,9,NA,1,13,12,3,3,5,NA,NA,3,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Michel,71920,10,0,2.07,7,5.27,0,5.27,NA,NA,NA,9,NA,1,11,NA,21,2,1,NA,NA,NA,NA,NA,NA,2,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,10,8,5.09,10,11.19,-0.2,11.389999999999999,21,NA,9,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,10,0,2.25,2,5.59,0,5.59,NA,NA,NA,5,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,2019
265,Bahia,7,Provável,2,lat,Giovanni,72097,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,10,17,3.87,9,10.51,3.43,7.08,19,NA,11,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,10,0.7,2.2,9,7.62,-0.13,7.75,NA,NA,NA,38,NA,2,5,12,11,4,3,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,10,2.4,4.81,9,9.33,-1.23,10.56,NA,NA,NA,16,NA,1,9,6,24,3,5,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,10,0,2.69,9,10.05,0,10.05,NA,NA,NA,11,2,3,13,7,13,1,1,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,10,9,5.33,6,8.43,2.21,6.22,NA,NA,NA,14,5,2,7,7,7,3,2,NA,NA,1,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,10,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,10,7.7,5.25,4,8.38,1.02,7.360000000000001,3,NA,1,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,2,lat,Celsinho,72494,10,-1.8,1.3,4,3.07,-0.79,3.86,NA,NA,NA,11,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Fernando Diniz,72391,10,4.05,2.72,10,6.61,0.71,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,10,1.5,2.08,8,3.82,0.03,3.79,NA,NA,NA,10,NA,NA,10,9,11,1,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,3,zag,Luciano Castán,68942,10,0.9,1.43,9,4.9,0.34,4.5600000000000005,NA,NA,NA,17,3,4,8,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Benítez,73155,10,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,10,0.31,0.31,1,4.1,-1.11,5.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Julinho,73501,10,2.1,3.2,2,2.27,-0.16,2.43,NA,NA,NA,6,NA,1,2,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,10,4.9,4.67,10,13.44,0.95,12.49,NA,NA,NA,31,2,1,7,21,15,2,5,2,NA,2,NA,1,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,10,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,10,1.7,3.1,4,10.61,1.17,9.44,NA,NA,NA,11,1,NA,1,2,4,1,NA,NA,1,NA,NA,NA,NA,1,2019
356,Fortaleza,5,Contundido,5,ata,Éderson,73446,10,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,5,ata,Maranhão,73513,10,0,1.6,6,3.09,0,3.09,NA,NA,NA,10,NA,NA,6,4,3,NA,2,NA,1,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,10,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,10,0.4,1.11,7,5.59,-0.55,6.14,NA,NA,NA,21,NA,NA,10,4,9,1,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,10,0,2.95,7,9.4,0,9.4,NA,NA,NA,7,NA,NA,7,11,3,5,4,NA,1,2,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,10,5.5,3.1,10,7.46,0.95,6.51,NA,NA,NA,12,4,1,18,2,14,1,3,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jean Cléber,73858,10,-0.8,-0.8,1,1.92,-1.08,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,10,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,10,1.8,4.84,8,8.91,-0.45,9.36,NA,NA,NA,12,3,1,8,6,8,2,10,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Gilberto,73789,10,0,1,1,2.47,0,2.47,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,5,ata,Geuvânio,73896,10,1,3.11,9,12,-0.5,12.5,NA,NA,NA,12,NA,1,14,18,10,5,7,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Antônio Carlos ,79702,10,-2.1,3.1,5,6.6,-1.56,8.16,NA,NA,NA,5,3,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Bruno Peres,73962,10,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,10,0,1.9,5,4.7,0,4.7,NA,NA,NA,6,NA,3,11,5,13,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,10,0,1.67,6,3.8,0,3.8,NA,NA,NA,16,NA,NA,8,3,10,1,2,NA,NA,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,10,4.4,3.15,8,7.34,-0.46,7.8,8,NA,6,6,4,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,2,lat,Rodinei,73992,10,0,1.14,5,2.99,-0.92,3.91,NA,NA,NA,2,1,1,3,1,3,NA,1,NA,NA,2,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Guerra,74213,10,-0.5,-0.5,1,3.67,-1.33,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Yago,77500,10,0.5,1.17,9,3.12,0.15,2.97,NA,NA,NA,10,2,1,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,10,0,2.15,2,4.01,0,4.01,NA,NA,NA,6,NA,1,2,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,10,0,-3,4,0.74,0,0.74,NA,NA,NA,4,NA,3,6,5,NA,1,NA,NA,NA,1,1,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,10,0,2.68,6,5.4,-0.11,5.510000000000001,NA,NA,NA,9,NA,NA,2,11,8,1,2,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Paolo Guerrero,75295,10,0,6.33,6,14.5,0,14.5,NA,NA,NA,10,NA,1,7,11,4,5,5,NA,3,4,NA,1,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,10,0,1.8,3,4.23,0,4.23,NA,NA,NA,7,NA,NA,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,5,ata,William Pottker,77809,10,0,2.2,2,7.2,0,7.2,NA,NA,NA,3,NA,NA,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,10,0,2.26,5,3.78,0,3.78,NA,NA,NA,9,1,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,10,5.9,2.58,6,7.63,0.93,6.7,NA,NA,NA,10,NA,2,5,10,8,4,4,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,10,4.26,3.08,10,8.19,0.6,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Copete,77959,10,0,0.3,1,4.56,0,4.56,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,10,0,4.62,4,6.1,0,6.1,7,NA,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,4,mei,Willian Arão,78478,10,-1.6,4.69,8,12.47,-0.76,13.23,NA,NA,NA,16,NA,1,12,5,20,1,2,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,3,zag,Gustavo Henrique,78248,10,4.5,3.25,8,6.55,0.61,5.9399999999999995,NA,NA,NA,9,5,4,10,3,8,2,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,10,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,5,ata,Uribe,78415,10,0.5,0.17,3,4.96,-0.3,5.26,NA,NA,NA,1,NA,NA,2,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,Alex Amado,78475,10,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Renê,78445,10,0,4.47,6,7.82,0,7.82,NA,NA,NA,19,2,1,2,4,11,1,1,1,NA,NA,NA,NA,NA,NA,2019
