rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
32,282,284,0,1,Atlético-MG,Grêmio,2018,2018-11-03T17:00:00Z,Independência
32,266,267,0,1,Fluminense,Vasco,2018,2018-11-03T17:00:00Z,Maracanã
32,275,277,3,2,Palmeiras,Santos,2018,2018-11-03T19:00:00Z,Arena Palmeiras
32,289,287,1,1,Paraná,Vitória,2018,2018-11-04T17:00:00Z,Durival Britto
32,327,283,1,2,América-MG,Cruzeiro,2018,2018-11-04T17:00:00Z,Independência
32,263,264,1,0,Botafogo,Corinthians,2018,2018-11-04T17:00:00Z,Engenhão
32,276,262,2,2,São Paulo,Flamengo,2018,2018-11-04T17:00:00Z,Morumbi
32,265,315,1,0,Bahia,Chapecoense,2018,2018-11-04T19:00:00Z,Fonte Nova
32,285,293,2,1,Internacional,Atlético-PR,2018,2018-11-04T19:00:00Z,Beira-Rio
32,292,354,1,0,Sport,Ceará,2018,2018-11-05T20:00:00Z,Ilha do Retiro
