rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
6,282,283,1,0,Atlético-MG,Cruzeiro,2018,2018-05-19T16:00:00Z,Independência
6,289,284,0,0,Paraná,Grêmio,2018,2018-05-20T16:00:00Z,Durival Britto
6,327,263,1,0,América-MG,Botafogo,2018,2018-05-20T16:00:00Z,Independência
6,287,354,2,1,Vitória,Ceará,2018,2018-05-20T11:00:00Z,Barradão
6,266,293,2,0,Fluminense,Atlético-PR,2018,2018-05-20T19:00:00Z,Maracanã
6,262,267,1,1,Flamengo,Vasco,2018,2018-05-19T19:00:00Z,Maracanã
6,276,277,1,0,São Paulo,Santos,2018,2018-05-20T16:00:00Z,Morumbi
6,292,264,1,1,Sport,Corinthians,2018,2018-05-20T16:00:00Z,Arena de Pernambuco
6,275,265,3,0,Palmeiras,Bahia,2018,2018-05-19T21:00:00Z,Arena Palmeiras
6,285,315,3,0,Internacional,Chapecoense,2018,2018-05-21T20:00:00Z,Beira-Rio
