rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
4,283,263,1,0,Cruzeiro,Botafogo,2018,2018-05-06T16:00:00Z,Mineirão
4,293,275,1,3,Atlético-PR,Palmeiras,2018,2018-05-06T16:00:00Z,Arena da Baixada
4,315,289,1,1,Chapecoense,Paraná,2018,2018-05-07T20:00:00Z,Arena Condá
4,287,266,1,2,Vitória,Fluminense,2018,2018-05-06T16:00:00Z,Barradão
4,267,327,4,1,Vasco,América-MG,2018,2018-05-05T19:00:00Z,São Januário
4,262,285,2,0,Flamengo,Internacional,2018,2018-05-06T16:00:00Z,Maracanã
4,276,282,2,2,São Paulo,Atlético-MG,2018,2018-05-05T19:00:00Z,Morumbi
4,292,265,2,0,Sport,Bahia,2018,2018-05-06T19:00:00Z,Ilha do Retiro
4,264,354,1,1,Corinthians,Ceará,2018,2018-05-06T11:00:00Z,Arena Corinthians
4,284,277,5,1,Grêmio,Santos,2018,2018-05-06T19:00:00Z,Arena do Grêmio
