rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
26,276,327,1,1,São Paulo,América-MG,2018,2018-09-22T16:00:00Z,Morumbi
26,284,354,3,2,Grêmio,Ceará,2018,2018-09-23T11:00:00Z,Arena do Grêmio
26,293,289,3,0,Atlético-PR,Paraná,2018,2018-09-23T16:00:00Z,Arena da Baixada
26,262,282,2,1,Flamengo,Atlético-MG,2018,2018-09-23T16:00:00Z,Maracanã
26,264,285,1,1,Corinthians,Internacional,2018,2018-09-23T16:00:00Z,Arena Corinthians
26,287,263,3,4,Vitória,Botafogo,2018,2018-09-23T18:00:00Z,Barradão
26,292,275,0,1,Sport,Palmeiras,2018,2018-09-23T18:00:00Z,Ilha do Retiro
26,283,277,2,1,Cruzeiro,Santos,2018,2018-09-23T19:00:00Z,Mineirão
26,315,266,1,2,Chapecoense,Fluminense,2018,2018-09-24T20:00:00Z,Arena Condá
26,267,265,2,1,Vasco,Bahia,2018,2018-09-24T20:00:00Z,São Januário
