clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,20,2,2015
293,Atlético-PR,20,8,2015
314,Avaí,20,18,2015
315,Chapecoense,20,9,2015
264,Corinthians,20,1,2015
294,Coritiba,20,17,2015
283,Cruzeiro,20,15,2015
316,Figueirense,20,14,2015
262,Flamengo,20,13,2015
266,Fluminense,20,4,2015
290,Goiás,20,16,2015
284,Grêmio,20,3,2015
285,Internacional,20,10,2015
317,Joinville,20,19,2015
275,Palmeiras,20,5,2015
303,PontePreta,20,12,2015
277,Santos,20,11,2015
276,SãoPaulo,20,6,2015
292,Sport,20,7,2015
267,Vasco,20,20,2015
