clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,32,2,2015
293,Atlético-PR,32,12,2015
314,Avaí,32,16,2015
315,Chapecoense,32,14,2015
264,Corinthians,32,1,2015
294,Coritiba,32,17,2015
283,Cruzeiro,32,11,2015
316,Figueirense,32,15,2015
262,Flamengo,32,10,2015
266,Fluminense,32,13,2015
290,Goiás,32,18,2015
284,Grêmio,32,3,2015
285,Internacional,32,6,2015
317,Joinville,32,19,2015
275,Palmeiras,32,8,2015
303,PontePreta,32,9,2015
277,Santos,32,4,2015
276,SãoPaulo,32,5,2015
292,Sport,32,7,2015
267,Vasco,32,20,2015
