clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,19,2,2015
293,Atlético-PR,19,8,2015
314,Avaí,19,16,2015
315,Chapecoense,19,9,2015
264,Corinthians,19,1,2015
294,Coritiba,19,18,2015
283,Cruzeiro,19,14,2015
316,Figueirense,19,15,2015
262,Flamengo,19,13,2015
266,Fluminense,19,4,2015
290,Goiás,19,17,2015
284,Grêmio,19,3,2015
285,Internacional,19,11,2015
317,Joinville,19,19,2015
275,Palmeiras,19,5,2015
303,PontePreta,19,10,2015
277,Santos,19,12,2015
276,SãoPaulo,19,6,2015
292,Sport,19,7,2015
267,Vasco,19,20,2015
