clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,15,1,2015
293,Atlético-PR,15,8,2015
314,Avaí,15,14,2015
315,Chapecoense,15,9,2015
264,Corinthians,15,2,2015
294,Coritiba,15,19,2015
283,Cruzeiro,15,13,2015
316,Figueirense,15,16,2015
262,Flamengo,15,11,2015
266,Fluminense,15,7,2015
290,Goiás,15,17,2015
284,Grêmio,15,6,2015
285,Internacional,15,10,2015
317,Joinville,15,20,2015
275,Palmeiras,15,3,2015
303,PontePreta,15,12,2015
277,Santos,15,15,2015
276,SãoPaulo,15,5,2015
292,Sport,15,4,2015
267,Vasco,15,18,2015
