clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,21,2,2015
293,Atlético-PR,21,6,2015
314,Avaí,21,15,2015
315,Chapecoense,21,11,2015
264,Corinthians,21,1,2015
294,Coritiba,21,18,2015
283,Cruzeiro,21,16,2015
316,Figueirense,21,14,2015
262,Flamengo,21,10,2015
266,Fluminense,21,7,2015
290,Goiás,21,17,2015
284,Grêmio,21,3,2015
285,Internacional,21,12,2015
317,Joinville,21,19,2015
275,Palmeiras,21,4,2015
303,PontePreta,21,13,2015
277,Santos,21,9,2015
276,SãoPaulo,21,5,2015
292,Sport,21,8,2015
267,Vasco,21,20,2015
