clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,12,1,2015
293,Atlético-PR,12,8,2015
314,Avaí,12,15,2015
315,Chapecoense,12,9,2015
264,Corinthians,12,4,2015
294,Coritiba,12,18,2015
283,Cruzeiro,12,12,2015
316,Figueirense,12,11,2015
262,Flamengo,12,13,2015
266,Fluminense,12,2,2015
290,Goiás,12,14,2015
284,Grêmio,12,3,2015
285,Internacional,12,16,2015
317,Joinville,12,20,2015
275,Palmeiras,12,6,2015
303,PontePreta,12,10,2015
277,Santos,12,17,2015
276,SãoPaulo,12,7,2015
292,Sport,12,5,2015
267,Vasco,12,19,2015
