clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,14,1,2015
293,Atlético-PR,14,8,2015
314,Avaí,14,13,2015
315,Chapecoense,14,9,2015
264,Corinthians,14,2,2015
294,Coritiba,14,19,2015
283,Cruzeiro,14,12,2015
316,Figueirense,14,15,2015
262,Flamengo,14,14,2015
266,Fluminense,14,3,2015
290,Goiás,14,16,2015
284,Grêmio,14,5,2015
285,Internacional,14,10,2015
317,Joinville,14,20,2015
275,Palmeiras,14,6,2015
303,PontePreta,14,11,2015
277,Santos,14,17,2015
276,SãoPaulo,14,7,2015
292,Sport,14,4,2015
267,Vasco,14,18,2015
