clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,23,2,2015
293,Atlético-PR,23,5,2015
314,Avaí,23,18,2015
315,Chapecoense,23,12,2015
264,Corinthians,23,1,2015
294,Coritiba,23,16,2015
283,Cruzeiro,23,13,2015
316,Figueirense,23,15,2015
262,Flamengo,23,6,2015
266,Fluminense,23,9,2015
290,Goiás,23,17,2015
284,Grêmio,23,3,2015
285,Internacional,23,11,2015
317,Joinville,23,19,2015
275,Palmeiras,23,7,2015
303,PontePreta,23,14,2015
277,Santos,23,8,2015
276,SãoPaulo,23,4,2015
292,Sport,23,10,2015
267,Vasco,23,20,2015
