clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,26,2,2015
293,Atlético-PR,26,9,2015
314,Avaí,26,16,2015
315,Chapecoense,26,13,2015
264,Corinthians,26,1,2015
294,Coritiba,26,15,2015
283,Cruzeiro,26,14,2015
316,Figueirense,26,18,2015
262,Flamengo,26,5,2015
266,Fluminense,26,11,2015
290,Goiás,26,17,2015
284,Grêmio,26,3,2015
285,Internacional,26,8,2015
317,Joinville,26,19,2015
275,Palmeiras,26,6,2015
303,PontePreta,26,12,2015
277,Santos,26,7,2015
276,SãoPaulo,26,4,2015
292,Sport,26,10,2015
267,Vasco,26,20,2015
