clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,24,2,2015
293,Atlético-PR,24,6,2015
314,Avaí,24,18,2015
315,Chapecoense,24,12,2015
264,Corinthians,24,1,2015
294,Coritiba,24,17,2015
283,Cruzeiro,24,13,2015
316,Figueirense,24,16,2015
262,Flamengo,24,4,2015
266,Fluminense,24,9,2015
290,Goiás,24,14,2015
284,Grêmio,24,3,2015
285,Internacional,24,10,2015
317,Joinville,24,19,2015
275,Palmeiras,24,8,2015
303,PontePreta,24,15,2015
277,Santos,24,7,2015
276,SãoPaulo,24,5,2015
292,Sport,24,11,2015
267,Vasco,24,20,2015
