clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,7,6,2015
293,Atlético-PR,7,2,2015
314,Avaí,7,9,2015
315,Chapecoense,7,11,2015
264,Corinthians,7,4,2015
294,Coritiba,7,18,2015
283,Cruzeiro,7,10,2015
316,Figueirense,7,15,2015
262,Flamengo,7,16,2015
266,Fluminense,7,8,2015
290,Goiás,7,13,2015
284,Grêmio,7,7,2015
285,Internacional,7,14,2015
317,Joinville,7,20,2015
275,Palmeiras,7,12,2015
303,PontePreta,7,5,2015
277,Santos,7,17,2015
276,SãoPaulo,7,1,2015
292,Sport,7,3,2015
267,Vasco,7,19,2015
