clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,5,4,2015
293,Atlético-PR,5,1,2015
314,Avaí,5,10,2015
315,Chapecoense,5,7,2015
264,Corinthians,5,11,2015
294,Coritiba,5,17,2015
283,Cruzeiro,5,15,2015
316,Figueirense,5,16,2015
262,Flamengo,5,19,2015
266,Fluminense,5,6,2015
290,Goiás,5,8,2015
284,Grêmio,5,9,2015
285,Internacional,5,13,2015
317,Joinville,5,20,2015
275,Palmeiras,5,12,2015
303,PontePreta,5,2,2015
277,Santos,5,14,2015
276,SãoPaulo,5,5,2015
292,Sport,5,3,2015
267,Vasco,5,18,2015
