clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,34,2,2015
293,Atlético-PR,34,12,2015
314,Avaí,34,16,2015
315,Chapecoense,34,14,2015
264,Corinthians,34,1,2015
294,Coritiba,34,18,2015
283,Cruzeiro,34,10,2015
316,Figueirense,34,15,2015
262,Flamengo,34,11,2015
266,Fluminense,34,13,2015
290,Goiás,34,17,2015
284,Grêmio,34,3,2015
285,Internacional,34,6,2015
317,Joinville,34,20,2015
275,Palmeiras,34,9,2015
303,PontePreta,34,8,2015
277,Santos,34,4,2015
276,SãoPaulo,34,5,2015
292,Sport,34,7,2015
267,Vasco,34,19,2015
