clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,35,2,2015
293,Atlético-PR,35,12,2015
314,Avaí,35,16,2015
315,Chapecoense,35,13,2015
264,Corinthians,35,1,2015
294,Coritiba,35,17,2015
283,Cruzeiro,35,8,2015
316,Figueirense,35,15,2015
262,Flamengo,35,11,2015
266,Fluminense,35,14,2015
290,Goiás,35,18,2015
284,Grêmio,35,3,2015
285,Internacional,35,6,2015
317,Joinville,35,20,2015
275,Palmeiras,35,10,2015
303,PontePreta,35,9,2015
277,Santos,35,5,2015
276,SãoPaulo,35,4,2015
292,Sport,35,7,2015
267,Vasco,35,19,2015
