clube_id,clube,rodada_id,clube_rank,ano
282,Atlético-MG,28,2,2015
293,Atlético-PR,28,11,2015
314,Avaí,28,15,2015
315,Chapecoense,28,17,2015
264,Corinthians,28,1,2015
294,Coritiba,28,14,2015
283,Cruzeiro,28,13,2015
316,Figueirense,28,18,2015
262,Flamengo,28,7,2015
266,Fluminense,28,12,2015
290,Goiás,28,16,2015
284,Grêmio,28,3,2015
285,Internacional,28,8,2015
317,Joinville,28,20,2015
275,Palmeiras,28,4,2015
303,PontePreta,28,9,2015
277,Santos,28,5,2015
276,SãoPaulo,28,6,2015
292,Sport,28,10,2015
267,Vasco,28,19,2015
