clube_id,clube,rodada_id,clube_rank,ano
262,Flamengo,15,2,2019
263,Botafogo,15,9,2019
264,Corinthians,15,6,2019
265,Bahia,15,10,2019
266,Fluminense,15,18,2019
267,Vasco,15,15,2019
275,Palmeiras,15,3,2019
276,São Paulo,15,5,2019
277,Santos,15,1,2019
282,Atlético-MG,15,4,2019
283,Cruzeiro,15,16,2019
284,Grêmio,15,13,2019
285,Internacional,15,7,2019
290,Goiás,15,12,2019
293,Athlético-PR,15,8,2019
314,Avaí,15,20,2019
315,Chapecoense,15,17,2019
341,CSA,15,19,2019
354,Ceará,15,11,2019
356,Fortaleza,15,14,2019
