clube_id,clube,rodada_id,clube_rank,ano
262,Flamengo,23,1,2019
263,Botafogo,23,12,2019
264,Corinthians,23,4,2019
265,Bahia,23,7,2019
266,Fluminense,23,15,2019
267,Vasco,23,13,2019
275,Palmeiras,23,2,2019
276,São Paulo,23,5,2019
277,Santos,23,3,2019
282,Atlético-MG,23,11,2019
283,Cruzeiro,23,18,2019
284,Grêmio,23,8,2019
285,Internacional,23,6,2019
290,Goiás,23,10,2019
293,Athlético-PR,23,9,2019
314,Avaí,23,19,2019
315,Chapecoense,23,20,2019
341,CSA,23,17,2019
354,Ceará,23,16,2019
356,Fortaleza,23,14,2019
