clube_id,clube,rodada_id,clube_rank,ano
262,Flamengo,31,1,2019
263,Botafogo,31,13,2019
264,Corinthians,31,5,2019
265,Bahia,31,8,2019
266,Fluminense,31,16,2019
267,Vasco,31,11,2019
275,Palmeiras,31,2,2019
276,São Paulo,31,4,2019
277,Santos,31,3,2019
282,Atlético-MG,31,12,2019
283,Cruzeiro,31,17,2019
284,Grêmio,31,7,2019
285,Internacional,31,6,2019
290,Goiás,31,10,2019
293,Athlético-PR,31,9,2019
314,Avaí,31,20,2019
315,Chapecoense,31,19,2019
341,CSA,31,18,2019
354,Ceará,31,15,2019
356,Fortaleza,31,14,2019
