clube_id,clube,rodada_id,clube_rank,ano
262,Flamengo,34,1,2019
263,Botafogo,34,14,2019
264,Corinthians,34,8,2019
265,Bahia,34,10,2019
266,Fluminense,34,17,2019
267,Vasco,34,11,2019
275,Palmeiras,34,3,2019
276,São Paulo,34,6,2019
277,Santos,34,2,2019
282,Atlético-MG,34,13,2019
283,Cruzeiro,34,16,2019
284,Grêmio,34,4,2019
285,Internacional,34,7,2019
290,Goiás,34,9,2019
293,Athlético-PR,34,5,2019
314,Avaí,34,20,2019
315,Chapecoense,34,19,2019
341,CSA,34,18,2019
354,Ceará,34,15,2019
356,Fortaleza,34,12,2019
