clube_id,clube,rodada_id,clube_rank,ano
262,Flamengo,19,1,2019
263,Botafogo,19,10,2019
264,Corinthians,19,5,2019
265,Bahia,19,7,2019
266,Fluminense,19,16,2019
267,Vasco,19,12,2019
275,Palmeiras,19,2,2019
276,São Paulo,19,6,2019
277,Santos,19,3,2019
282,Atlético-MG,19,9,2019
283,Cruzeiro,19,17,2019
284,Grêmio,19,8,2019
285,Internacional,19,4,2019
290,Goiás,19,15,2019
293,Athlético-PR,19,11,2019
314,Avaí,19,20,2019
315,Chapecoense,19,19,2019
341,CSA,19,18,2019
354,Ceará,19,13,2019
356,Fortaleza,19,14,2019
