clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,17,10,2018
282,Atlético-MG,17,5,2018
293,Atlético-PR,17,18,2018
265,Bahia,17,11,2018
263,Botafogo,17,12,2018
354,Ceará,17,19,2018
315,Chapecoense,17,17,2018
264,Corinthians,17,7,2018
283,Cruzeiro,17,8,2018
262,Flamengo,17,2,2018
266,Fluminense,17,9,2018
284,Grêmio,17,4,2018
285,Internacional,17,3,2018
275,Palmeiras,17,6,2018
289,Paraná,17,20,2018
277,Santos,17,16,2018
276,SãoPaulo,17,1,2018
292,Sport,17,14,2018
267,Vasco,17,13,2018
287,Vitória,17,15,2018
