clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,15,15,2018
282,Atlético-MG,15,3,2018
293,Atlético-PR,15,18,2018
265,Bahia,15,12,2018
263,Botafogo,15,11,2018
354,Ceará,15,20,2018
315,Chapecoense,15,17,2018
264,Corinthians,15,8,2018
283,Cruzeiro,15,6,2018
262,Flamengo,15,1,2018
266,Fluminense,15,9,2018
284,Grêmio,15,4,2018
285,Internacional,15,5,2018
275,Palmeiras,15,7,2018
289,Paraná,15,19,2018
277,Santos,15,16,2018
276,SãoPaulo,15,2,2018
292,Sport,15,13,2018
267,Vasco,15,10,2018
287,Vitória,15,14,2018
