clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,37,17,2018
282,Atlético-MG,37,6,2018
293,Atlético-PR,37,7,2018
265,Bahia,37,11,2018
263,Botafogo,37,9,2018
354,Ceará,37,13,2018
315,Chapecoense,37,16,2018
264,Corinthians,37,12,2018
283,Cruzeiro,37,8,2018
262,Flamengo,37,2,2018
266,Fluminense,37,14,2018
284,Grêmio,37,4,2018
285,Internacional,37,3,2018
275,Palmeiras,37,1,2018
289,Paraná,37,20,2018
277,Santos,37,10,2018
276,SãoPaulo,37,5,2018
292,Sport,37,18,2018
267,Vasco,37,15,2018
287,Vitória,37,19,2018
