clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,12,14,2018
282,Atlético-MG,12,2,2018
293,Atlético-PR,12,19,2018
265,Bahia,12,17,2018
263,Botafogo,12,9,2018
354,Ceará,12,20,2018
315,Chapecoense,12,15,2018
264,Corinthians,12,10,2018
283,Cruzeiro,12,8,2018
262,Flamengo,12,1,2018
266,Fluminense,12,13,2018
284,Grêmio,12,5,2018
285,Internacional,12,4,2018
275,Palmeiras,12,6,2018
289,Paraná,12,18,2018
277,Santos,12,12,2018
276,SãoPaulo,12,3,2018
292,Sport,12,7,2018
267,Vasco,12,11,2018
287,Vitória,12,16,2018
