clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,28,14,2018
282,Atlético-MG,28,6,2018
293,Atlético-PR,28,10,2018
265,Bahia,28,15,2018
263,Botafogo,28,12,2018
354,Ceará,28,13,2018
315,Chapecoense,28,17,2018
264,Corinthians,28,11,2018
283,Cruzeiro,28,9,2018
262,Flamengo,28,3,2018
266,Fluminense,28,8,2018
284,Grêmio,28,5,2018
285,Internacional,28,2,2018
275,Palmeiras,28,1,2018
289,Paraná,28,20,2018
277,Santos,28,7,2018
276,SãoPaulo,28,4,2018
292,Sport,28,19,2018
267,Vasco,28,16,2018
287,Vitória,28,18,2018
