clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,36,18,2018
282,Atlético-MG,36,6,2018
293,Atlético-PR,36,7,2018
265,Bahia,36,11,2018
263,Botafogo,36,9,2018
354,Ceará,36,15,2018
315,Chapecoense,36,16,2018
264,Corinthians,36,12,2018
283,Cruzeiro,36,8,2018
262,Flamengo,36,2,2018
266,Fluminense,36,13,2018
284,Grêmio,36,4,2018
285,Internacional,36,3,2018
275,Palmeiras,36,1,2018
289,Paraná,36,20,2018
277,Santos,36,10,2018
276,SãoPaulo,36,5,2018
292,Sport,36,17,2018
267,Vasco,36,14,2018
287,Vitória,36,19,2018
