clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,38,18,2018
282,Atlético-MG,38,6,2018
293,Atlético-PR,38,7,2018
265,Bahia,38,11,2018
263,Botafogo,38,9,2018
354,Ceará,38,15,2018
315,Chapecoense,38,14,2018
264,Corinthians,38,13,2018
283,Cruzeiro,38,8,2018
262,Flamengo,38,2,2018
266,Fluminense,38,12,2018
284,Grêmio,38,4,2018
285,Internacional,38,3,2018
275,Palmeiras,38,1,2018
289,Paraná,38,20,2018
277,Santos,38,10,2018
276,SãoPaulo,38,5,2018
292,Sport,38,17,2018
267,Vasco,38,16,2018
287,Vitória,38,19,2018
