clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,26,13,2018
282,Atlético-MG,26,6,2018
293,Atlético-PR,26,10,2018
265,Bahia,26,15,2018
263,Botafogo,26,12,2018
354,Ceará,26,18,2018
315,Chapecoense,26,17,2018
264,Corinthians,26,8,2018
283,Cruzeiro,26,7,2018
262,Flamengo,26,4,2018
266,Fluminense,26,9,2018
284,Grêmio,26,5,2018
285,Internacional,26,3,2018
275,Palmeiras,26,2,2018
289,Paraná,26,20,2018
277,Santos,26,11,2018
276,SãoPaulo,26,1,2018
292,Sport,26,19,2018
267,Vasco,26,16,2018
287,Vitória,26,14,2018
