clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,32,18,2018
282,Atlético-MG,32,6,2018
293,Atlético-PR,32,9,2018
265,Bahia,32,11,2018
263,Botafogo,32,14,2018
354,Ceará,32,15,2018
315,Chapecoense,32,19,2018
264,Corinthians,32,12,2018
283,Cruzeiro,32,8,2018
262,Flamengo,32,3,2018
266,Fluminense,32,10,2018
284,Grêmio,32,5,2018
285,Internacional,32,2,2018
275,Palmeiras,32,1,2018
289,Paraná,32,20,2018
277,Santos,32,7,2018
276,SãoPaulo,32,4,2018
292,Sport,32,16,2018
267,Vasco,32,13,2018
287,Vitória,32,17,2018
