clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,24,11,2018
282,Atlético-MG,24,5,2018
293,Atlético-PR,24,14,2018
265,Bahia,24,13,2018
263,Botafogo,24,15,2018
354,Ceará,24,19,2018
315,Chapecoense,24,17,2018
264,Corinthians,24,10,2018
283,Cruzeiro,24,7,2018
262,Flamengo,24,4,2018
266,Fluminense,24,9,2018
284,Grêmio,24,6,2018
285,Internacional,24,1,2018
275,Palmeiras,24,3,2018
289,Paraná,24,20,2018
277,Santos,24,8,2018
276,SãoPaulo,24,2,2018
292,Sport,24,18,2018
267,Vasco,24,16,2018
287,Vitória,24,12,2018
