clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,25,12,2018
282,Atlético-MG,25,6,2018
293,Atlético-PR,25,11,2018
265,Bahia,25,14,2018
263,Botafogo,25,15,2018
354,Ceará,25,17,2018
315,Chapecoense,25,16,2018
264,Corinthians,25,8,2018
283,Cruzeiro,25,7,2018
262,Flamengo,25,4,2018
266,Fluminense,25,10,2018
284,Grêmio,25,5,2018
285,Internacional,25,2,2018
275,Palmeiras,25,3,2018
289,Paraná,25,20,2018
277,Santos,25,9,2018
276,SãoPaulo,25,1,2018
292,Sport,25,19,2018
267,Vasco,25,18,2018
287,Vitória,25,13,2018
