clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,31,16,2018
282,Atlético-MG,31,6,2018
293,Atlético-PR,31,8,2018
265,Bahia,31,12,2018
263,Botafogo,31,15,2018
354,Ceará,31,13,2018
315,Chapecoense,31,17,2018
264,Corinthians,31,11,2018
283,Cruzeiro,31,9,2018
262,Flamengo,31,2,2018
266,Fluminense,31,10,2018
284,Grêmio,31,5,2018
285,Internacional,31,3,2018
275,Palmeiras,31,1,2018
289,Paraná,31,20,2018
277,Santos,31,7,2018
276,SãoPaulo,31,4,2018
292,Sport,31,18,2018
267,Vasco,31,14,2018
287,Vitória,31,19,2018
