clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,35,17,2018
282,Atlético-MG,35,6,2018
293,Atlético-PR,35,7,2018
265,Bahia,35,11,2018
263,Botafogo,35,9,2018
354,Ceará,35,14,2018
315,Chapecoense,35,18,2018
264,Corinthians,35,12,2018
283,Cruzeiro,35,8,2018
262,Flamengo,35,2,2018
266,Fluminense,35,13,2018
284,Grêmio,35,4,2018
285,Internacional,35,3,2018
275,Palmeiras,35,1,2018
289,Paraná,35,20,2018
277,Santos,35,10,2018
276,SãoPaulo,35,5,2018
292,Sport,35,16,2018
267,Vasco,35,15,2018
287,Vitória,35,19,2018
