clube_id,clube,rodada_id,clube_rank,ano
327,América-MG,20,10,2018
282,Atlético-MG,20,6,2018
293,Atlético-PR,20,16,2018
265,Bahia,20,11,2018
263,Botafogo,20,15,2018
354,Ceará,20,19,2018
315,Chapecoense,20,12,2018
264,Corinthians,20,8,2018
283,Cruzeiro,20,7,2018
262,Flamengo,20,3,2018
266,Fluminense,20,9,2018
284,Grêmio,20,4,2018
285,Internacional,20,2,2018
275,Palmeiras,20,5,2018
289,Paraná,20,20,2018
277,Santos,20,13,2018
276,SãoPaulo,20,1,2018
292,Sport,20,17,2018
267,Vasco,20,14,2018
287,Vitória,20,18,2018
