atleta_id,apelido,rodada_id,ano,clube_id,clube,posicao_id,posicao,jogos_num,pontos_num,media_num,preco_num_anterior,preco_num,variacao_num,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS,status_id,status
50301,Everton,14,2016,262,Flamengo,4,mei,0,0,1.65,11.59,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68953,Leandro Damião,14,2016,262,Flamengo,5,ata,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
95861,Thiago Ennes,14,2016,262,Flamengo,2,lat,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
73421,Rafael Vaz,14,2016,262,Flamengo,3,zag,0,4.2,4.78,11.16,10.88,0.28,0,9,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,NA
36540,Juan,14,2016,262,Flamengo,3,zag,0,0,3.7,12.95,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68685,Alan Patrick,14,2016,262,Flamengo,4,mei,0,0,4.64,11.83,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68711,Chiquinho,14,2016,262,Flamengo,2,lat,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
74083,Adryan,14,2016,262,Flamengo,4,mei,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
90320,Igor,14,2016,262,Flamengo,3,zag,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
88065,Jorge,14,2016,262,Flamengo,2,lat,0,12.3,5.62,22.68,20.93,1.75,1,4,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,NA
89258,Daniel,14,2016,262,Flamengo,1,gol,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68744,Emerson,14,2016,262,Flamengo,5,ata,0,0,0.82,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68758,Fernandinho,14,2016,262,Flamengo,5,ata,0,4.9,2.4,7.47,6.79,0.68,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
68873,Paulo Victor,14,2016,262,Flamengo,1,gol,0,0,6.23,13.19,13.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
71066,Mancuello,14,2016,262,Flamengo,4,mei,0,7.6,1.49,9.78,8.95,0.83,2,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
80913,Nixon,14,2016,262,Flamengo,5,ata,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
79066,Alex Muralha,14,2016,262,Flamengo,1,gol,0,11,4.81,11.04,9.01,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,NA
95780,Zé Ricardo,14,2016,262,Flamengo,6,tec,0,8.26,4.31,14.56,13.38,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
75295,Paolo Guerrero,14,2016,262,Flamengo,5,ata,0,0,1.46,5.76,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
73918,Canteros,14,2016,262,Flamengo,4,mei,0,-0.3,-0.3,2.2199999999999998,3.11,-0.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
73992,Rodinei,14,2016,262,Flamengo,2,lat,0,0,4.41,13.21,13.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
71709,Cuéllar,14,2016,262,Flamengo,4,mei,0,2.7,2.43,12.22,12.55,-0.33,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
94138,Felipe Vizeu,14,2016,262,Flamengo,5,ata,0,18,4.55,12.14,9.02,3.12,2,3,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,NA
94214,Léo Duarte,14,2016,262,Flamengo,3,zag,0,0,2.28,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
91264,Matheus Sávio,14,2016,262,Flamengo,5,ata,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
94930,Lucas Paquetá,14,2016,262,Flamengo,4,mei,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
92500,Rafael Dumas,14,2016,262,Flamengo,3,zag,0,0,0.1,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
81923,Donatti,14,2016,262,Flamengo,3,zag,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
52253,Réver,14,2016,262,Flamengo,3,zag,0,8.6,5.57,8.83,7.58,1.25,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,NA
92631,Trindade,14,2016,262,Flamengo,4,mei,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
73515,Gabriel,14,2016,262,Flamengo,4,mei,0,0.5,1.05,3.8,3.92,-0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
38311,Márcio Araújo,14,2016,262,Flamengo,4,mei,0,5.9,3.59,11.06,10.3,0.76,1,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,NA
62086,Pará,14,2016,262,Flamengo,2,lat,0,5.9,5.85,5.5200000000000005,5.45,0.07,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,NA
69022,Marcelo Cirino,14,2016,262,Flamengo,5,ata,0,0.9,1.01,6.07,5.91,0.16,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
78478,Willian Arão,14,2016,262,Flamengo,4,mei,0,8.7,5.92,17.89,17.45,0.44,2,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,NA
70173,Ederson,14,2016,262,Flamengo,4,mei,0,0,2.81,6.55,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
91194,Thiago,14,2016,262,Flamengo,1,gol,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
92981,Ronaldo,14,2016,262,Flamengo,4,mei,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
93151,Thiago Santos,14,2016,262,Flamengo,5,ata,0,0,0.1,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
