atleta_id,apelido,rodada_id,ano,clube_id,clube,posicao_id,posicao,jogos_num,pontos_num,media_num,preco_num_anterior,preco_num,variacao_num,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS,status_id,status
38109,Jefferson,30,2016,263,Botafogo,1,gol,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68698,Bruno Silva,30,2016,263,Botafogo,4,mei,0,0,2.32,7.68,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
93697,Gervasio Núñez,30,2016,263,Botafogo,4,mei,0,-0.5,1.02,2.71,2.92,-0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
70916,Diogo Barbosa,30,2016,263,Botafogo,2,lat,0,0,3.99,8.19,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68900,Geovane Maranhão,30,2016,263,Botafogo,5,ata,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
88651,Vinícius Tanque,30,2016,263,Botafogo,5,ata,0,-3.4,-0.13,0.07000000000000006,0.8,-0.73,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,NA
89885,Leandrinho,30,2016,263,Botafogo,4,mei,0,0,1.64,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
72362,Rodrigo Lindoso,30,2016,263,Botafogo,4,mei,0,4.2,4.52,14.07,13.06,1.01,1,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,NA
72037,Renan Fonseca,30,2016,263,Botafogo,3,zag,0,0,1.48,3.19,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
77772,Canales,30,2016,263,Botafogo,5,ata,0,0,0.82,5.36,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
95638,Marcelo,30,2016,263,Botafogo,3,zag,0,0,5,1.77,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
71032,Lucas Zen,30,2016,263,Botafogo,4,mei,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
61985,Airton,30,2016,263,Botafogo,4,mei,0,6,2.9,6.7700000000000005,6.74,0.03,6,1,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,NA
70222,Sidão,30,2016,263,Botafogo,1,gol,0,8,5,8.69,8.18,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
38928,Dudu Cearense,30,2016,263,Botafogo,4,mei,0,-0.1,1.75,4.2,4.33,-0.13,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
79578,Sassá,30,2016,263,Botafogo,5,ata,0,7.1,5.39,10.12,9.17,0.95,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
91783,Diego,30,2016,263,Botafogo,2,lat,0,0,4.07,4.15,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
90399,Fernandes,30,2016,263,Botafogo,4,mei,0,0,3.12,9.26,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
91222,Dierson,30,2016,263,Botafogo,4,mei,0,0,1,2.69,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
86410,Victor Luis,30,2016,263,Botafogo,2,lat,0,9.1,6.31,12.370000000000001,12.56,-0.19,2,4,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,0,0,NA
93797,Marcinho,30,2016,263,Botafogo,2,lat,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
92128,Luis Henrique,30,2016,263,Botafogo,5,ata,0,0,-0.38,4.26,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
89492,Saulo,30,2016,263,Botafogo,1,gol,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
62009,Camilo,30,2016,263,Botafogo,4,mei,0,2.1,4.33,12.280000000000001,12.3,-0.02,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
80224,Lizio,30,2016,263,Botafogo,4,mei,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
68901,Rodrigo Pimpão,30,2016,263,Botafogo,5,ata,0,2.2,0.62,3.4299999999999997,4.5,-1.07,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
86972,Emerson Santos,30,2016,263,Botafogo,3,zag,0,8.1,4.28,7.95,7.82,0.13,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,NA
50413,Anderson Aquino,30,2016,263,Botafogo,5,ata,0,0,1.23,3.82,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
