rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
33,267,266,0,1,Vasco,Fluminense,2015,01/11/2015 18:00,Maracanã
33,276,292,3,0,São Paulo,Sport,2015,31/10/2015 17:00,Morumbi
33,277,275,2,1,Santos,Palmeiras,2015,01/11/2015 17:00,Vila Belmiro
33,282,264,0,3,Atlético-MG,Corinthians,2015,01/11/2015 17:00,Independência
33,284,262,2,0,Grêmio,Flamengo,2015,01/11/2015 17:00,Arena do Grêmio
33,290,285,2,1,Goiás,Internacional,2015,01/11/2015 19:30,Serra Dourada
33,294,316,1,1,Coritiba,Figueirense,2015,31/10/2015 21:00,Couto Pereira
33,303,317,1,0,Ponte Preta,Joinville,2015,31/10/2015 19:30,Moisés Lucarelli
33,314,283,1,1,Avaí,Cruzeiro,2015,31/10/2015 19:30,Ressacada
33,315,293,0,0,Chapecoense,Atlético-PR,2015,01/11/2015 17:00,Arena Condá
