rodada_id,clube_casa_id,clube_visitante_id,placar_oficial_mandante,placar_oficial_visitante,clube_casa,clube_visitante,ano,partidas.partida_data,partidas.local
27,285,267,0,1,Internacional,Vasco,2019,2019-10-20 16:00:00,Beira-Rio
27,282,277,2,0,Atlético-MG,Santos,2019,2019-10-20 16:00:00,Independência
27,356,284,2,1,Fortaleza,Grêmio,2019,2019-10-19 17:00:00,Castelão (CE)
27,264,283,1,2,Corinthians,Cruzeiro,2019,2019-10-19 19:00:00,Arena Corinthians
27,276,314,1,0,São Paulo,Avaí,2019,2019-10-20 16:00:00,Morumbi
27,262,266,2,0,Flamengo,Fluminense,2019,2019-10-20 18:00:00,Maracanã
27,263,341,2,1,Botafogo,CSA,2019,2019-10-21 20:00:00,Engenhão
27,315,290,2,2,Chapecoense,Goiás,2019,2019-10-20 19:00:00,Arena Condá
27,265,354,1,2,Bahia,Ceará,2019,2019-10-21 19:30:00,Pituaçu
27,293,275,1,1,Athlético-PR,Palmeiras,2019,2019-10-20 19:00:00,Arena da Baixada
