clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,29,20,2017
282,Atlético-MG,29,10,2017
293,Atlético-PR,29,9,2017
314,Avaí,29,19,2017
265,Bahia,29,13,2017
263,Botafogo,29,7,2017
315,Chapecoense,29,12,2017
264,Corinthians,29,1,2017
294,Coritiba,29,18,2017
283,Cruzeiro,29,5,2017
262,Flamengo,29,6,2017
266,Fluminense,29,11,2017
284,Grêmio,29,2,2017
275,Palmeiras,29,3,2017
303,PontePreta,29,17,2017
277,Santos,29,4,2017
276,SãoPaulo,29,15,2017
292,Sport,29,14,2017
267,Vasco,29,8,2017
287,Vitória,29,16,2017
