clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,17,20,2017
282,Atlético-MG,17,10,2017
293,Atlético-PR,17,14,2017
314,Avaí,17,18,2017
265,Bahia,17,15,2017
263,Botafogo,17,7,2017
315,Chapecoense,17,13,2017
264,Corinthians,17,1,2017
294,Coritiba,17,17,2017
283,Cruzeiro,17,9,2017
262,Flamengo,17,5,2017
266,Fluminense,17,12,2017
284,Grêmio,17,2,2017
275,Palmeiras,17,4,2017
303,PontePreta,17,11,2017
277,Santos,17,3,2017
276,SãoPaulo,17,16,2017
292,Sport,17,6,2017
267,Vasco,17,8,2017
287,Vitória,17,19,2017
