clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,25,20,2017
282,Atlético-MG,25,11,2017
293,Atlético-PR,25,8,2017
314,Avaí,25,15,2017
265,Bahia,25,13,2017
263,Botafogo,25,6,2017
315,Chapecoense,25,10,2017
264,Corinthians,25,1,2017
294,Coritiba,25,19,2017
283,Cruzeiro,25,5,2017
262,Flamengo,25,7,2017
266,Fluminense,25,12,2017
284,Grêmio,25,3,2017
275,Palmeiras,25,4,2017
303,PontePreta,25,18,2017
277,Santos,25,2,2017
276,SãoPaulo,25,17,2017
292,Sport,25,14,2017
267,Vasco,25,9,2017
287,Vitória,25,16,2017
