clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,15,20,2017
282,Atlético-MG,15,11,2017
293,Atlético-PR,15,16,2017
314,Avaí,15,18,2017
265,Bahia,15,12,2017
263,Botafogo,15,7,2017
315,Chapecoense,15,15,2017
264,Corinthians,15,1,2017
294,Coritiba,15,13,2017
283,Cruzeiro,15,8,2017
262,Flamengo,15,4,2017
266,Fluminense,15,9,2017
284,Grêmio,15,2,2017
275,Palmeiras,15,6,2017
303,PontePreta,15,14,2017
277,Santos,15,3,2017
276,SãoPaulo,15,17,2017
292,Sport,15,5,2017
267,Vasco,15,10,2017
287,Vitória,15,19,2017
