clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,35,20,2017
282,Atlético-MG,35,11,2017
293,Atlético-PR,35,13,2017
314,Avaí,35,19,2017
265,Bahia,35,9,2017
263,Botafogo,35,6,2017
315,Chapecoense,35,10,2017
264,Corinthians,35,1,2017
294,Coritiba,35,14,2017
283,Cruzeiro,35,5,2017
262,Flamengo,35,7,2017
266,Fluminense,35,15,2017
284,Grêmio,35,2,2017
275,Palmeiras,35,3,2017
303,PontePreta,35,17,2017
277,Santos,35,4,2017
276,SãoPaulo,35,12,2017
292,Sport,35,18,2017
267,Vasco,35,8,2017
287,Vitória,35,16,2017
