clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,20,20,2017
282,Atlético-MG,20,11,2017
293,Atlético-PR,20,6,2017
314,Avaí,20,18,2017
265,Bahia,20,15,2017
263,Botafogo,20,8,2017
315,Chapecoense,20,17,2017
264,Corinthians,20,1,2017
294,Coritiba,20,12,2017
283,Cruzeiro,20,9,2017
262,Flamengo,20,7,2017
266,Fluminense,20,10,2017
284,Grêmio,20,2,2017
275,Palmeiras,20,4,2017
303,PontePreta,20,14,2017
277,Santos,20,3,2017
276,SãoPaulo,20,16,2017
292,Sport,20,5,2017
267,Vasco,20,13,2017
287,Vitória,20,19,2017
