clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,27,20,2017
282,Atlético-MG,27,8,2017
293,Atlético-PR,27,10,2017
314,Avaí,27,18,2017
265,Bahia,27,14,2017
263,Botafogo,27,6,2017
315,Chapecoense,27,13,2017
264,Corinthians,27,1,2017
294,Coritiba,27,19,2017
283,Cruzeiro,27,5,2017
262,Flamengo,27,7,2017
266,Fluminense,27,16,2017
284,Grêmio,27,3,2017
275,Palmeiras,27,4,2017
303,PontePreta,27,15,2017
277,Santos,27,2,2017
276,SãoPaulo,27,17,2017
292,Sport,27,11,2017
267,Vasco,27,9,2017
287,Vitória,27,12,2017
