clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,22,20,2017
282,Atlético-MG,22,10,2017
293,Atlético-PR,22,8,2017
314,Avaí,22,18,2017
265,Bahia,22,14,2017
263,Botafogo,22,7,2017
315,Chapecoense,22,17,2017
264,Corinthians,22,1,2017
294,Coritiba,22,15,2017
283,Cruzeiro,22,6,2017
262,Flamengo,22,5,2017
266,Fluminense,22,9,2017
284,Grêmio,22,2,2017
275,Palmeiras,22,4,2017
303,PontePreta,22,13,2017
277,Santos,22,3,2017
276,SãoPaulo,22,19,2017
292,Sport,22,11,2017
267,Vasco,22,12,2017
287,Vitória,22,16,2017
