clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,11,20,2017
282,Atlético-MG,11,8,2017
293,Atlético-PR,11,14,2017
314,Avaí,11,19,2017
265,Bahia,11,16,2017
263,Botafogo,11,10,2017
315,Chapecoense,11,15,2017
264,Corinthians,11,1,2017
294,Coritiba,11,9,2017
283,Cruzeiro,11,13,2017
262,Flamengo,11,3,2017
266,Fluminense,11,7,2017
284,Grêmio,11,2,2017
275,Palmeiras,11,4,2017
303,PontePreta,11,11,2017
277,Santos,11,5,2017
276,SãoPaulo,11,17,2017
292,Sport,11,12,2017
267,Vasco,11,6,2017
287,Vitória,11,18,2017
