clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,18,20,2017
282,Atlético-MG,18,11,2017
293,Atlético-PR,18,10,2017
314,Avaí,18,18,2017
265,Bahia,18,16,2017
263,Botafogo,18,8,2017
315,Chapecoense,18,15,2017
264,Corinthians,18,1,2017
294,Coritiba,18,14,2017
283,Cruzeiro,18,7,2017
262,Flamengo,18,5,2017
266,Fluminense,18,12,2017
284,Grêmio,18,2,2017
275,Palmeiras,18,4,2017
303,PontePreta,18,13,2017
277,Santos,18,3,2017
276,SãoPaulo,18,17,2017
292,Sport,18,6,2017
267,Vasco,18,9,2017
287,Vitória,18,19,2017
