clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,30,20,2017
282,Atlético-MG,30,10,2017
293,Atlético-PR,30,9,2017
314,Avaí,30,16,2017
265,Bahia,30,12,2017
263,Botafogo,30,6,2017
315,Chapecoense,30,11,2017
264,Corinthians,30,1,2017
294,Coritiba,30,19,2017
283,Cruzeiro,30,5,2017
262,Flamengo,30,7,2017
266,Fluminense,30,13,2017
284,Grêmio,30,4,2017
275,Palmeiras,30,2,2017
303,PontePreta,30,18,2017
277,Santos,30,3,2017
276,SãoPaulo,30,14,2017
292,Sport,30,15,2017
267,Vasco,30,8,2017
287,Vitória,30,17,2017
