clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,28,20,2017
282,Atlético-MG,28,9,2017
293,Atlético-PR,28,11,2017
314,Avaí,28,18,2017
265,Bahia,28,10,2017
263,Botafogo,28,6,2017
315,Chapecoense,28,16,2017
264,Corinthians,28,1,2017
294,Coritiba,28,19,2017
283,Cruzeiro,28,5,2017
262,Flamengo,28,7,2017
266,Fluminense,28,12,2017
284,Grêmio,28,2,2017
275,Palmeiras,28,4,2017
303,PontePreta,28,17,2017
277,Santos,28,3,2017
276,SãoPaulo,28,13,2017
292,Sport,28,14,2017
267,Vasco,28,8,2017
287,Vitória,28,15,2017
